Sequin	MixA	Type	Transcript	Classcode1	Classcode2	TPM	nbReads
R2_6_1	362.5488	TP	STRG.5.1	full-splice_match	reference_match	6176.042953	945.000
R2_71_1	3.5406	TP	STRG.10.1	full-splice_match	reference_match	27.109083	12.000
R2_72_1	127.6172	TP	STRG.8.4	full-splice_match	alternative_3end	17447.593791	8009.000
R2_72_2	259.1016	TP	STRG.8.1	full-splice_match	reference_match	15392.417688	12225.000
R2_72_3	514.336	TP	STRG.8.3	full-splice_match	reference_match	20320.363412	16846.000
R2_72_4	1032.5391	TP	STRG.8.2	full-splice_match	reference_match	22392.507368	13751.000
R2_7_1	241.6992	TP	STRG.11.2	full-splice_match	reference_match	9626.198134	1867.000
R2_7_2	725.0977	TP	STRG.11.1	full-splice_match	reference_match	4129.195326	3102.000
novel	0	FP	STRG.19.2	novel_in_catalog	combination_of_known_junctions	1890.599108	893.000
novel	0	FP	STRG.19.4	novel_not_in_catalog	at_least_one_novel_splicesite	3509.242493	774.000
novel	0	FP	STRG.20.2	novel_not_in_catalog	at_least_one_novel_splicesite	326.150112	351.000
novel	0	FP	STRG.22.3	novel_in_catalog	intron_retention	3780.386940	414.000
novel	0	FP	STRG.23.1	novel_in_catalog	mono-exon	3506.272488	567.000
novel	0	FP	STRG.24.2	novel_in_catalog	combination_of_known_junctions	124.482319	96.000
novel	0	FP	STRG.24.6	novel_in_catalog	combination_of_known_junctions	191.945622	144.000
novel	0	FP	STRG.28.1	antisense	mono-exon	189661.659526	961.000
novel	0	FP	STRG.31.4	novel_not_in_catalog	at_least_one_novel_splicesite	12278.083278	3927.000
novel	0	FP	STRG.33.1	novel_not_in_catalog	intron_retention	807.802651	315.000
novel	0	FP	STRG.33.2	novel_not_in_catalog	at_least_one_novel_splicesite	834.436082	196.000
novel	0	FP	STRG.33.3	novel_not_in_catalog	intron_retention	223.490937	273.000
novel	0	FP	STRG.34.1	antisense	multi-exon	0.817963	1.000
novel	0	FP	STRG.34.2	antisense	multi-exon	0.839756	1.000
novel	0	FP	STRG.35.1	novel_not_in_catalog	at_least_one_novel_splicesite	151.328622	69.000
novel	0	FP	STRG.36.1	novel_in_catalog	mono-exon	33.499081	3.000
novel	0	FP	STRG.38.1	antisense	mono-exon	8.435020	3.000
novel	0	FP	STRG.39.1	antisense	mono-exon	55511.455522	12130.000
novel	0	FP	STRG.4.1	novel_not_in_catalog	at_least_one_novel_splicesite	34.428818	62.000
novel	0	FP	STRG.4.2	novel_not_in_catalog	at_least_one_novel_splicesite	25.777966	36.000
novel	0	FP	STRG.42.1	antisense	multi-exon	6.646643	2.000
novel	0	FP	STRG.43.1	novel_not_in_catalog	at_least_one_novel_splicesite	22.233904	9.000
novel	0	FP	STRG.45.1	novel_not_in_catalog	at_least_one_novel_splicesite	8869.145242	4280.000
novel	0	FP	STRG.45.3	novel_not_in_catalog	at_least_one_novel_splicesite	8841.089176	3995.000
novel	0	FP	STRG.46.2	novel_in_catalog	combination_of_known_junctions	4288.125134	3533.000
novel	0	FP	STRG.47.1	novel_not_in_catalog	at_least_one_novel_splicesite	14045.477848	6052.000
novel	0	FP	STRG.48.1	antisense	multi-exon	0.000000	0.000
novel	0	FP	STRG.48.2	antisense	multi-exon	6.021920	2.000
novel	0	FP	STRG.48.3	antisense	multi-exon	0.000000	0.000
novel	0	FP	STRG.5.2	novel_not_in_catalog	at_least_one_novel_splicesite	1776.466421	300.000
novel	0	FP	STRG.50.2	novel_in_catalog	combination_of_known_junctions	173.859920	192.000
novel	0	FP	STRG.53.1	novel_not_in_catalog	at_least_one_novel_splicesite	327.708403	81.000
novel	0	FP	STRG.53.2	novel_not_in_catalog	at_least_one_novel_splicesite	159.815938	22.000
novel	0	FP	STRG.55.1	antisense	mono-exon	0.000000	0.000
novel	0	FP	STRG.56.1	genic	multi-exon	31496.723643	10912.000
novel	0	FP	STRG.56.2	genic	multi-exon	31731.074262	10912.000
novel	0	FP	STRG.56.3	genic	multi-exon	31174.388756	10912.000
novel	0	FP	STRG.56.4	genic	multi-exon	31265.809250	10912.000
novel	0	FP	STRG.56.5	genic	multi-exon	31825.793885	10912.000
novel	0	FP	STRG.56.6	genic	multi-exon	31403.949789	10912.000
novel	0	FP	STRG.57.1	antisense	multi-exon	0.000000	0.000
novel	0	FP	STRG.59.1	novel_not_in_catalog	at_least_one_novel_splicesite	2576.823760	2967.000
novel	0	FP	STRG.59.2	novel_not_in_catalog	at_least_one_novel_splicesite	2482.164171	3831.000
novel	0	FP	STRG.59.4	novel_not_in_catalog	at_least_one_novel_splicesite	2772.333516	3229.000
novel	0	FP	STRG.59.5	novel_not_in_catalog	at_least_one_novel_splicesite	1758.997386	2380.000
novel	0	FP	STRG.62.1	novel_not_in_catalog	at_least_one_novel_splicesite	272.091692	33.000
novel	0	FP	STRG.62.2	novel_not_in_catalog	at_least_one_novel_splicesite	273.244622	33.000
novel	0	FP	STRG.64.1	antisense	mono-exon	18.177796	2.000
novel	0	FP	STRG.68.1	antisense	multi-exon	8.646518	2.000
novel	0	FP	STRG.69.1	novel_not_in_catalog	at_least_one_novel_splicesite	81.247772	39.000
novel	0	FP	STRG.69.2	novel_not_in_catalog	at_least_one_novel_splicesite	60.168632	44.000
novel	0	FP	STRG.7.1	novel_not_in_catalog	at_least_one_novel_splicesite	6.519920	7.000
novel	0	FP	STRG.70.1	novel_not_in_catalog	at_least_one_novel_splicesite	85.471498	51.000
novel	0	FP	STRG.70.2	novel_not_in_catalog	at_least_one_novel_splicesite	86.510214	51.000
novel	0	FP	STRG.8.5	novel_in_catalog	combination_of_known_junctions	20442.559859	16759.000
novel	0	FP	STRG.9.1	antisense	multi-exon	132.957756	109.000
novel	0	FP	STRG.9.2	antisense	multi-exon	170.282273	103.000
novel	0	FP	STRG.9.3	antisense	multi-exon	173.961665	103.000
novel	0	FP	STRG.9.4	antisense	multi-exon	172.571025	102.000
novel	0	FP	STRG.9.5	antisense	multi-exon	173.020428	102.000
