Sequin	MixA	Type	Transcript	Classcode1	Classcode2	TPM	nbReads
R2_37_3	0.0779	TP	R2_37_3	full-splice_match	reference_match	3.740493	1.000
R2_38_1	31.9043	TP	R2_38_1	full-splice_match	reference_match	3820.794255	710.000
R2_38_2	64.7754	TP	R2_38_2	full-splice_match	reference_match	31848.678386	5213.000
R2_38_3	128.584	TP	R2_38_3	full-splice_match	reference_match	31348.664329	6258.000
R2_38_4	258.1347	TP	R2_38_4	full-splice_match	reference_match	47065.444031	4879.000
R2_41_1	15.1062	TP	R2_41_1	full-splice_match	reference_match	575.751342	357.000
R2_41_2	226.593	TP	R2_41_2	full-splice_match	reference_match	29677.011323	3486.000
R2_42_1	164.3555	TP	R2_42_1	full-splice_match	reference_match	3913.617386	1403.000
R2_42_2	159.5215	TP	R2_42_2	full-splice_match	reference_match	21426.145102	2785.000
R2_42_3	159.5215	TP	R2_42_3	full-splice_match	reference_match	23874.547598	2360.000
R2_45_1	0.997	TP	R2_45_1	full-splice_match	reference_match	124.191662	45.000
R2_45_2	2.0242	TP	R2_45_2	full-splice_match	reference_match	108.242261	56.000
R2_45_3	4.0182	TP	R2_45_3	full-splice_match	reference_match	141.876709	78.000
R2_45_4	8.0667	TP	R2_45_4	full-splice_match	reference_match	227.262369	107.000
R2_46_1	82.1777	TP	R2_46_1	full-splice_match	reference_match	1379.841286	740.000
R2_46_2	79.7607	TP	R2_46_2	full-splice_match	reference_match	5370.708312	262.000
R2_46_3	79.7607	TP	R2_46_3	full-splice_match	reference_match	2126.875220	514.000
R2_47_1	0.1106	TP	R2_47_1	full-splice_match	reference_match	0.000000	0.000
R2_47_2	0.0074	TP	R2_47_2	full-splice_match	reference_match	0.000000	0.000
R2_53_1	68.8843	TP	R2_53_1	full-splice_match	reference_match	3289.763728	1759.000
R2_53_2	35.0464	TP	R2_53_2	full-splice_match	reference_match	3157.040749	1762.000
R2_53_3	16.9189	TP	R2_53_3	full-splice_match	reference_match	3126.771217	1429.000
R2_54_1	0.0779	TP	R2_54_1	full-splice_match	reference_match	7.951446	7.000
R2_54_2	0.1581	TP	R2_54_2	full-splice_match	reference_match	7.342885	3.000
R2_55_2	1.4162	TP	R2_55_2	full-splice_match	reference_match	53.067678	7.000
R2_55_3	0.4721	TP	R2_55_3	full-splice_match	reference_match	5.856825	1.000
R2_57_1	0.9441	TP	R2_57_1	full-splice_match	reference_match	84.580346	31.000
R2_57_2	6.609	TP	R2_57_2	full-splice_match	reference_match	249.529127	76.000
R2_59_1	4.3053	TP	R2_59_1	full-splice_match	reference_match	38.045934	29.000
R2_59_2	2.1904	TP	R2_59_2	full-splice_match	reference_match	13.947318	10.000
R2_59_3	1.0574	TP	R2_59_3	full-splice_match	reference_match	44.885918	12.000
R2_60_1	5.0606	TP	R2_60_1	full-splice_match	reference_match	159.445500	48.000
R2_60_2	2.4925	TP	R2_60_2	full-splice_match	reference_match	138.229585	61.000
R2_63_1	0.9442	TP	R2_63_1	full-splice_match	reference_match	11.793455	5.000
R2_63_3	0.9442	TP	R2_63_3	full-splice_match	reference_match	13.488445	2.000
R2_65_1	966.7969	TP	R2_65_1	full-splice_match	mono-exon	35936.231063	7589.000
R2_67_1	3.7766	TP	R2_67_1	full-splice_match	reference_match	273.919190	24.000
R2_68_1	1.8883	TP	R2_68_1	full-splice_match	reference_match	5.636962	4.000
R2_68_2	1.8883	TP	R2_68_2	full-splice_match	reference_match	7.061373	4.000
R2_6_1	362.5488	TP	R2_6_1	full-splice_match	reference_match	38432.088528	3651.000
R2_6_2	120.8496	TP	R2_6_2	full-splice_match	reference_match	12256.462994	948.000
R2_71_1	3.5406	TP	R2_71_1	full-splice_match	reference_match	28.422630	8.000
R2_71_2	0.236	TP	R2_71_2	full-splice_match	reference_match	0.000000	0.000
R2_72_1	127.6172	TP	R2_72_1	full-splice_match	reference_match	5877.233042	2620.000
R2_72_2	259.1016	TP	R2_72_2	full-splice_match	reference_match	5279.938959	2613.000
R2_72_3	514.336	TP	R2_72_3	full-splice_match	reference_match	6185.272054	3200.000
R2_72_4	1032.5391	TP	R2_72_4	full-splice_match	reference_match	6971.410028	2667.000
R2_73_1	0.236	TP	R2_73_1	full-splice_match	reference_match	0.000000	0.000
R2_73_2	1.6523	TP	R2_73_2	full-splice_match	reference_match	0.973393	1.000
R2_76_1	0.0201	TP	R2_76_1	full-splice_match	reference_match	4.735305	1.000
R2_76_2	0.0195	TP	R2_76_2	full-splice_match	reference_match	7.989310	2.000
R2_76_3	0.0195	TP	R2_76_3	full-splice_match	reference_match	0.000000	0.000
R2_7_1	241.6992	TP	R2_7_1	full-splice_match	reference_match	14470.403793	1788.000
R2_7_2	725.0977	TP	R2_7_2	full-splice_match	reference_match	7612.493244	3611.000
novel	0	FP	BambuTx2	antisense	multi-exon	0.000000	0.000
novel	0	FP	BambuTx3	antisense	multi-exon	30.647516	3.000
novel	0	FP	BambuTx5	antisense	multi-exon	0.000000	0.000
novel	0	FP	BambuTx6	antisense	multi-exon	133.609007	1.000
