Sequin	MixA	Type	Transcript	Classcode	TPM	nbReads
R1_32_2	3.7766	TP	54:845|7e1849c1-72ba-4ee3-851a-eba0829ae2b4	=	7.788642	47.000
R1_33_2	60.4248	TP	69:630|5b23d633-901e-4f5d-9d42-a70a330edcbb	=	67.160190	587.000
R1_33_2	60.4248	TP	69:630|5b23d633-901e-4f5d-9d42-a70a330edcbb-1	=	89.209783	303.000
R1_41_1	90.6372	TP	80:527|284c6eae-3831-4daf-a9b5-d30112b967ac	=	190.673118	408.000
R1_52_2	0.8851	TP	54:1567|7d8d83b7-df31-43c2-85c1-8622544dfa6a	=	0.493051	7.000
R1_61_1	1.8883	TP	78:753|e819b2b7-ca94-41df-a4c4-083037f4d698	=	2.346840	11.000
R1_61_2	5.6648	TP	66:610|35ab0e26-c0d4-483f-9fb9-71ce0d2e1c3a	=	9.607446	31.000
R1_62_1	2.8325	TP	60:1025|27faec34-be9e-41cf-be5e-28f6b42e7aa5	=	2.756289	22.000
R1_71_1	3.7766	TP	76:908|6bb1386a-2340-4195-b1db-dd2cadcf77bc	=	8.528078	56.000
R1_71_2	26.4359	TP	70:550|e1e368bf-5bcd-40d4-959b-bcdfafb9dff6	=	64.132733	167.000
R1_72_2	1.2652	TP	37:1249|9c2cab71-70a7-4799-9dda-06600703fb12	=	1.084870	12.000
R1_73_1	161.9385	TP	72:756|32ea7fe8-4a9f-4ef4-93a9-9c8ee79bf471	c	1068.977352	5192.000
R1_73_2	79.7607	TP	63:968|00c3f149-b712-4dec-bad9-48de8ddfb496	c	685.270094	3243.000
R1_91_1	1.8883	TP	65:683|1529b282-2732-40cb-8803-41a614060c10	=	6.908219	28.000
R1_92_1	60.4248	TP	63:406|2ebbd6b8-966d-4718-b595-0a11f8e2af8a	c	24017.548878	1150.000
R1_92_1	60.4248	TP	74:586|83d8783d-266e-487b-8269-0b0dbffd84e4	c	19775.453119	1099.000
R1_92_2	60.4248	TP	64:802|68f4b5fd-e32d-4057-9960-f510cfa8cbc0	=	238.870459	1290.000
R2_117_1	30.2124	TP	68:1100|593b2686-37e9-4600-be9c-3301ef14c05f	=	55.078134	492.000
R2_117_3	30.2124	TP	73:1021|756938d4-dacc-4c57-87d2-1349dd1282bf	=	69.744859	548.000
R2_14_1	551.0742	TP	69:1190|0acda233-95a1-4c7a-a1cb-e336a597dbbd	=	712.689184	6802.000
R2_14_1	551.0742	TP	72:1328|4dc64da6-c18c-4024-80da-49c5e9fa9c53	=	730.789119	6801.000
R2_14_1	551.0742	TP	73:1164|54efabbf-b489-4a8e-9402-75c71bdc2707	=	720.062353	6799.000
R2_14_1	551.0742	TP	80:1175|2c05c3f0-afb7-42d1-9368-2c6631b3490d	=	715.981711	6801.000
R2_14_2	280.3711	TP	62:692|168ca369-1534-4c58-8a1b-a5c9163f6253	=	4595.670345	18783.000
R2_14_2	280.3711	TP	74:689|970e63c4-62a6-40c6-8b21-b083b2b033a7	=	4533.853281	18787.000
R2_14_2	280.3711	TP	76:660|e377e0c1-fa9b-427e-bcdc-c7edeb0f61d1	=	5005.528421	18588.000
R2_14_2	280.3711	TP	79:1192|bb83d273-6bab-4488-9889-757f34d3fe32	=	4795.670444	18786.000
R2_14_3	135.3516	TP	64:874|21441392-201d-48cb-9b51-6a67b67bd264	=	717.453672	4500.000
R2_150_1	483.3985	TP	54:826|b279e3a9-df2e-4573-afa3-fd79da7474ff	=	477.636165	2839.000
R2_150_1	483.3985	TP	74:868|53cdd20e-f207-4b30-b444-ed41ebe052a6	=	473.130163	2839.000
R2_150_1	483.3985	TP	76:832|81909891-7f83-44ba-b40f-a73d8551b6e3	=	495.571120	2839.000
R2_150_2	483.3985	TP	325:683|9c6fdfad-d3cb-4bcd-bec4-dda67aa7232b	c	0.000000	0.000
R2_150_2	483.3985	TP	498:845|ae2c17de-5fbe-4a0f-9e65-718c5b5c5449	c	1100.230725	1171.000
R2_150_2	483.3985	TP	502:848|83247d1d-b30d-46ae-8155-9aae13f2ae62	c	1067.148229	1172.000
R2_150_2	483.3985	TP	507:857|177d7b8f-f6a3-4b56-9fa2-117481ff0f8c	c	1035.154821	1172.000
R2_150_2	483.3985	TP	75:1918|aec76b09-1f63-43aa-886a-355ba19bb700	=	162.706745	2940.000
R2_153_1	0.5381	TP	58:740|b98e64d7-05f0-4d05-b6b2-76dac31ac48c	=	1.064175	5.000
R2_154_2	1691.8946	TP	53:898|7f5f5edf-8602-4336-9787-27fefa792486	=	1517.506579	10652.000
R2_154_2	1691.8946	TP	70:908|bb2f2824-05d7-4a94-b274-96f210fcee50	=	1520.243509	10654.000
R2_154_2	1691.8946	TP	74:1272|c91fe654-7ebf-46af-9b3b-4b2304db058f	c	660.515815	2221.000
R2_19_1	4.985	TP	71:1770|5a8cd664-2f64-4645-b62a-fc1f10ea5a5c	=	2.209697	36.000
R2_19_2	10.1212	TP	60:922|0443f8ac-a386-47f8-a16a-3c49c23f1a2c	c	0.434393	3.000
R2_19_2	10.1212	TP	67:2848|9a3e3736-e45c-49f7-af37-eecdf294d10a	c	0.879881	26.000
R2_1_1	0.9441	TP	74:1074|5ac7dd66-caf2-43b5-8786-036b074d640a	=	0.947201	8.000
R2_26_1	19.9402	TP	59:1843|8a22c55f-27f1-4c23-ab49-d917fd87d6c0	c	4.756841	1.000
R2_26_1	19.9402	TP	67:681|eb3c18c9-2f5c-4ba5-8dfc-bff9169f2f13	c	18.435753	67.000
R2_26_2	40.4846	TP	60:1485|e97c34a7-e621-48ce-aaf8-84591655c1c1	=	13.775001	182.000
R2_32_1	17.2211	TP	90:982|ceef087c-a731-4361-a784-00e22b8d8ba0	=	60.501525	424.000
R2_32_2	8.7616	TP	61:1299|6bfe4fcd-e09e-478e-995e-866d25542b43	=	13.608957	155.000
R2_38_1	31.9043	TP	68:906|c9f4e998-092a-43f7-be7c-bd772420ce34	=	106.489849	727.000
R2_38_2	64.7754	TP	79:872|a2e8086b-1d22-40e9-b7d3-d549effbae35	=	880.949511	5326.000
R2_38_4	258.1347	TP	70:645|0ef28c8c-577f-4dbd-b689-8eb534da3afa	=	1272.461859	4999.000
R2_41_1	15.1062	TP	64:2253|5748b608-ff0c-4a2f-8d1a-227965e0a36d	=	16.059367	352.000
R2_41_2	226.593	TP	62:708|a9d6b13d-3c45-4d17-a219-bc930ce22ca1	=	838.981589	3486.000
R2_42_1	164.3555	TP	60:1445|cd6c2f72-7ed3-4920-97ff-cf8fea26c8d3	=	110.941903	1403.000
R2_42_2	159.5215	TP	63:742|6769140c-1430-4dd7-b194-309bd4f2d694	=	580.491067	2780.000
R2_42_2	159.5215	TP	65:522|1c05b361-be97-4a9a-a1e0-587f63e8b7ba	=	201.624931	436.000
R2_45_1	0.997	TP	58:1445|c128816d-7d79-448d-903f-2532eda1faf2	=	3.989949	51.000
R2_45_2	2.0242	TP	78:1636|7daadb79-ea66-4c84-b627-3b4b76e87d64	=	3.355542	62.000
R2_45_3	4.0182	TP	73:2032|f28a72c7-cef6-4345-8ac0-26477a939b8c	=	4.211167	78.000
R2_45_4	8.0667	TP	65:1799|fe2b20a5-fe5e-48d5-8e00-94b246819bb9	=	6.649498	113.000
R2_46_1	82.1777	TP	70:2014|d2ff52b4-921c-42c3-9ab2-09be6539861f	=	39.062416	739.000
R2_53_2	35.0464	TP	57:1980|1ada182a-338f-4f1e-a341-cb09d5698846	c	106.500699	1758.000
R2_53_2	35.0464	TP	85:2100|7577e60f-7c19-4051-a106-9006a9433425	=	92.374385	1780.000
R2_53_3	16.9189	TP	65:1761|ed71ae50-90d3-4338-be60-875c7bbbf20c	=	106.177773	1713.000
R2_54_1	0.0779	TP	62:302|0720d75b-423d-4d7e-91cf-7b31665d8fc8	c	46.280559	7.000
R2_55_2	1.4162	TP	56:729|cb4908ad-4f71-4f4c-9711-8797ae5e70c8	=	1.515406	7.000
R2_57_1	0.9441	TP	64:1456|b4cbc513-b7b0-4a74-bd34-65b598a0be55	=	2.395557	31.000
R2_57_2	6.609	TP	80:1290|da7246a4-995c-4cbc-a92b-58f6350406c6	=	7.081029	76.000
R2_59_1	4.3053	TP	83:2737|92ab36dc-027d-4b15-9c1f-71a4bf35f00d	=	1.078513	29.000
R2_59_2	2.1904	TP	64:2569|d885bb89-7be4-4f03-a33c-20e554ad919f	=	0.395551	10.000
R2_59_3	1.0574	TP	65:1174|51ba4443-4e59-43b6-8bd1-5f32c59ee1f9	=	1.270885	12.000
R2_63_1	0.9442	TP	62:1631|0959efd2-a9bb-49bf-9128-0863162f2592	=	0.401180	6.000
R2_65_1	966.7969	TP	69:1016|76e26ef4-1b4f-49f3-931c-20e7fc66d7e7	=	0.640047	5.000
R2_65_1	966.7969	TP	72:1001|5cdad802-eb1d-4350-acff-046ba6a3fabf	=	996.827857	7584.000
R2_67_1	3.7766	TP	82:631|ffe08643-df07-4397-9e2e-9bfb85691bf9	=	7.764969	24.000
R2_68_2	1.8883	TP	55:2045|ab102a5f-dc3f-48a7-9311-f8559f500c3a	=	0.302488	6.000
R2_6_1	362.5488	TP	59:623|3545189c-ac6d-4a56-8c8a-da9391d074e1	=	1083.272349	3618.000
R2_6_1	362.5488	TP	74:568|2c8ef29c-663b-4db3-987d-982618a47534	c	1308.055850	3495.000
R2_71_1	3.5406	TP	68:1191|602f0d23-2d9b-4383-b824-03d8b55d095b	=	0.806635	8.000
R2_72_3	514.336	TP	63:2429|40555f1f-0e2d-4c21-beb1-4210c2705bc5	=	175.064036	3195.000
R2_7_2	725.0977	TP	67:1801|a59b34c3-cf68-4610-a1c0-8189fce20c8e	=	215.617103	3608.000
R1_73_1	0	FP	100:1322|9b7d80a0-3893-4a33-a066-cc15f1c19064	j	713.326012	8181.000
	
R1_73_1	0	FP	1011:2934|d9ec66f1-d685-4121-bdec-cb7b3c7e15d6	j	605.614538	11423.000
	
R1_103_2	0	FP	101:1967|8c865a21-246c-4b42-aa7a-04eb312582f2	j	165.694822	3009.000
	
R2_6_2	0	FP	102:477|b1c3c8bc-979a-4c18-a942-3a778e4a2bdd	o	319.334305	470.000
	
R2_154_2	0	FP	1036:1884|a9df4228-7896-4112-8b01-4b223c9f4083	s	2.025123	13.000
	
R2_38_3	0	FP	1063:1931|0b839dc0-ed23-4048-8457-d76ab77284fc	j	854.432488	6075.000
	
R2_150_2	0	FP	108:893|9ad68515-0c7a-4709-b70c-347dc05639b7	j	472.239146	2839.000
	
R2_154_2	0	FP	115:958|d90cbc7f-cc15-48d9-82e6-32afb4da99e1	s	2.000924	14.000
	
R2_150_2	0	FP	1163:2141|7fa4dbdb-f37a-4753-86f2-fb6c7dda83c7	j	113.649211	938.000
	
R2_42_1	0	FP	1214:2608|26725f01-72c4-45e8-8dec-6151cd91b363	k	109.086361	1403.000
	
R2_14_1	0	FP	1272:2379|ec27b3eb-066a-40f2-8356-956df843acde	j	719.972466	6790.000
	
R2_46_1	0	FP	1351:3165|a8dbbb49-3cbd-4e87-92b9-3b11da22b68a	j	38.490428	726.000
	
R1_73_1	0	FP	1458:3061|31780fe3-086e-4ffd-8f06-6aae27ad90ea	j	132.972060	1930.000
	
R2_72_3	0	FP	1970:3786|0881eb2b-8e93-4245-b947-bc19289c5ee9	j	148.966071	2631.000
	
R1_73_2	0	FP	252:487|0ffe48c7-49f8-458c-b043-0ee0cc297c53	j	118.787084	109.000
	
R1_73_1	0	FP	359:1146|3a636905-af3f-4afe-a0a8-cd1bd3ca534e	j	69.009467	493.000
	
R2_154_1	0	FP	35:861|3f28dc47-3636-439b-8ac8-c4b0ec11d8c3	j	276.874924	2025.000
	
R2_76_2	0	FP	415:577|ac81d968-69e5-4975-bf37-fe4349a4fa52	x	0.000000	0.000
	
R1_73_1	0	FP	42:1918|cf8cf95d-2fd9-4eac-913b-76774323f19e	j	602.107816	11091.000
	
R2_154_1	0	FP	42:880|c7eb3f36-6fe9-486b-8bfd-3236f20c3103	j	1520.100817	10653.000
	
R1_73_1	0	FP	432:1767|05c18c8e-b010-48df-82e5-420dc89e4c2d	j	52.684628	677.000
	
R2_154_2	0	FP	43:195|943f3f00-bb14-4a8a-8fee-b71c028c0048	o	7845.739951	1333.000
	
R2_6_1	0	FP	441:1048|75a0a96e-df2a-4f43-86fb-cc84d5dc1271	j	1074.788003	3614.000
	
R2_154_2	0	FP	441:1262|bceaa0de-07b9-4ba8-8b81-5c6b00faed5b	s	2.296183	15.000
	
R1_92_1	0	FP	44:791|37090dca-6e77-45f6-a8d3-d1becb61b4e9	j	240.839469	1287.000
	
R2_154_2	0	FP	46:862|3621077c-925d-47b4-bb73-351ad61a14d2	x	2.253228	15.000
	
R2_152_1	0	FP	46:886|d5f6e2ee-4142-4737-8f81-944bd4bcb798	o	1597.388097	10634.000
	
R2_14_1	0	FP	472:871|c79fea3d-2797-44a3-83b7-5bc445c3a3a9	x	0.000000	0.000
	
R2_72_3	0	FP	47:1493|643e0be8-e116-4a07-beae-3ae8910d9596	j	199.577477	2664.000
	
R2_6_1	0	FP	47:547|fc077589-63c9-4292-96ef-2c069d4a91b7	j	1093.889956	3542.000
	
R2_14_1	0	FP	48:1123|40fbe2fd-9534-4f85-9891-6b53b068ed53	j	734.214189	6783.000
	
R1_73_1	0	FP	48:1369|41e748ea-ea8e-4d8c-8d8f-0393d7c50a13	j	293.196082	3668.000
	
R1_73_1	0	FP	48:2016|7288b826-d446-4776-9f5e-edd17c26c814	j	597.212536	11251.000
	
R2_7_2	0	FP	48:686|072deba2-5c4b-46f4-b69c-465dc811665f	j	406.347514	1785.000
	
R2_41_1	0	FP	48:706|b6451c1c-efc6-4538-a43c-9a625d785608	j	855.295120	3486.000
	
R1_14_1	0	FP	48:725|08e19657-1eb1-4eef-9d6a-fbb9e3c7a3df	x	3582.086011	17682.000
	
R2_14_1	0	FP	49:1022|bcee29ee-bd4f-4ba3-a19a-030670a9e69b	j	647.326140	5372.000
	
R2_150_1	0	FP	49:350|5b9d88f4-f8ae-40b2-b2cb-b1542a055b3c	x	1124.113175	1171.000
	
R1_11_2	0	FP	49:846|4a154d27-bcf4-4987-9912-407e021b35f3	j	1827.182355	11026.000
	
R2_14_1	0	FP	49:921|802bc559-9161-4981-ab2a-1ddfb8d0aa76	j	798.932564	5201.000
	
R2_14_1	0	FP	49:975|b27f611a-889e-4e08-a837-fffe884950bc	j	2429.300694	18895.000
	
R2_65_1	0	FP	49:999|5a1cdc2b-849e-4d5b-aad8-439c5dcc39f6	k	979.210517	7583.000
	
R1_73_1	0	FP	50:1395|84ec29a1-92f7-42b2-a23a-f5e354626898	j	640.130749	7443.000
	
R1_92_1	0	FP	50:399|f1ffa82b-c86e-4cf6-abdf-9d3e97eb3209	j	708.414724	1179.000
	
R2_14_3	0	FP	50:475|ede78c66-b42d-4211-9e01-ecaed9c1a38f	o	29.273932	58.000
	
R2_38_3	0	FP	50:628|e03ac8bd-8f9a-48d7-86e4-12ca12063e68	j	1226.021145	4997.000
	
R2_6_1	0	FP	50:629|9511d60d-aa7a-456c-8d64-a67d502cc0e0	j	1099.344242	3597.000
	
R2_150_2	0	FP	50:696|b4db9a13-3d81-4aa0-a5cb-a8bcd0dbad5a	o	260.823012	753.000
	
R2_152_1	0	FP	50:887|35184c4d-b57f-4ae9-87b0-6e7968575e8c	o	1551.981473	10648.000
	
R2_150_1	0	FP	510:842|68db50cd-497f-415b-a891-60c481beb134	x	0.000000	0.000
	
R1_73_1	0	FP	51:1968|040fc719-fa26-40e4-b312-a36e161286b9	j	601.336776	11247.000
	
R2_42_1	0	FP	51:656|2f9e8a02-63ef-477b-b88b-40879aa8d4cc	j	581.770755	2358.000
	
R2_14_1	0	FP	52:1000|1965b7ea-0043-4522-ac6b-f9afc33b046c	j	5004.724625	18755.000
	
R2_41_1	0	FP	52:673|956e0542-cd55-42e5-bc00-15d9b22aacc0	j	852.925881	3486.000
	
R1_73_1	0	FP	52:754|676eaef0-2c35-4817-bc34-0f8d72104593	j	857.187834	5095.000
	
R2_14_1	0	FP	53:1095|6f5c4d3a-8b81-4a1c-bf09-0c38d541b55b	j	737.985557	6751.000
	
R2_72_3	0	FP	53:1875|4b4ef72c-58b6-457f-8bae-1cfcbd94f5d2	j	179.066023	3191.000
	
R1_13_1	0	FP	53:2015|b3ab2961-21ae-4727-af3b-3098cfe4c26a	j	40.291125	770.000
	
R2_6_1	0	FP	53:497|f33ad3b3-0d88-4b16-9b0b-e22372bf44e3	j	586.506773	1255.000
	
R1_14_1	0	FP	53:679|4f873caa-5e6c-4f57-9772-d207daec694c	o	4146.319652	17322.000
	
R2_14_1	0	FP	53:690|03ff3159-257b-4357-94fe-c4a32ca961cd	j	4740.358059	18784.000
	
R1_11_2	0	FP	53:821|349fed5f-6691-4da6-a64a-e1b55e922214	j	1796.841689	11026.000
	
R2_38_3	0	FP	53:867|d949e28c-d69b-4551-a926-343a25870824	j	107.921646	727.000
	
R2_154_1	0	FP	53:908|312d46c0-ecb4-40e8-9ae0-24307b58bc68	j	1583.483332	10649.000
	
R2_154_2	0	FP	53:909|1d62a0a0-964a-45d8-b0e3-da5a8a5bf3e0	s	2.085280	14.000
	
R2_154_1	0	FP	53:977|031247ad-f76c-4d00-9ae7-e847be69d5f0	j	274.884067	2026.000
	
R2_14_1	0	FP	54:1062|b113dd27-a767-4c16-a8b8-0f350e7ce5c2	j	734.681561	6779.000
	
R1_14_1	0	FP	54:1119|befe7e6f-900d-48cd-ba4f-7bc35c70726e	o	843.218836	2253.000
	
R2_53_2	0	FP	54:1987|344dda9b-dc44-4d47-84a8-ad509fd08c96	j	107.027375	1757.000
	
R2_150_2	0	FP	54:638|d9b8a383-9f97-4ece-9342-93af1a9997f7	o	0.000000	0.000
	
R2_41_1	0	FP	54:646|6c584bca-5858-445e-8ea5-222412264551	j	830.829268	3264.000
	
R2_28_3	0	FP	54:661|0480ad1a-f970-442b-866a-2fb5b313c620	j	50.358106	252.000
	
R2_41_1	0	FP	54:674|c98f5ba0-285d-40a0-9470-11d95d8d6e97	j	866.575580	3375.000
	
R1_73_1	0	FP	54:891|b54b2e8e-edbc-4cfc-a16d-b1c92d7b3c06	j	438.225340	3344.000
	
R1_73_1	0	FP	55:1203|accc56e1-ae9a-4ce1-b357-602723a94e19	j	696.754717	7139.000
	
R1_73_1	0	FP	55:1528|935c59de-788c-44d1-8f1c-22276034562b	j	316.744384	4271.000
	
R1_103_2	0	FP	55:1891|82492d5b-ca14-43dd-b95d-5e65fe4576ac	j	165.591585	3009.000
	
R1_103_2	0	FP	55:1911|4cf4d872-060d-4f29-94af-f2f6e14f5974	j	165.434365	3023.000
	
R1_73_2	0	FP	55:554|01c16124-c451-406f-a0a0-d35f6c50a9c0	j	38.427771	134.000
	
R2_65_1	0	FP	55:636|0f544f2f-9797-4cf5-8c00-24b45dc8eec3	x	0.868785	3.000
	
R2_14_1	0	FP	55:641|1a7d5c76-d23f-40af-840a-233af98e3e3b	j	5094.401801	18745.000
	
R1_14_1	0	FP	55:684|993a8b48-2687-4127-855d-75a91116ca3c	o	4136.546975	17609.000
	
R2_7_2	0	FP	55:696|c6990ccb-6f55-4443-a181-536fee5a9249	s	0.229420	1.000
	
R2_65_1	0	FP	55:731|87f56c96-8eca-46f2-8678-995a7c8dd5a7	x	0.185560	1.000
	
R1_73_1	0	FP	55:737|d5098d63-2a09-4938-9e55-c975a56a2574	j	773.249023	5918.000
	
R2_42_1	0	FP	55:747|2cc36ebd-3f58-4913-833c-c31a5797b817	j	603.745392	2782.000
	
R2_150_2	0	FP	55:773|6067c4a0-9013-47e8-bb78-9063f637a6a2	x	0.000000	0.000
	
R1_73_1	0	FP	55:815|fa3dfaee-0d2a-429d-a13a-00e173daf8c9	j	921.852724	5208.000
	
R2_154_2	0	FP	55:895|899c39d1-8d51-4067-9d5f-d78cbef3db06	x	2.067845	14.000
	
R1_92_1	0	FP	55:966|316de843-e6e8-4053-8fba-9d9637cdab67	y	305.755860	2302.000
	
R2_65_1	0	FP	55:991|fbf0949b-5041-4779-b7cb-dabfcdba5516	k	995.346686	7584.000
	
R1_73_1	0	FP	56:1069|fba2ba04-22f2-4531-8694-b84df0880603	j	700.838515	6919.000
	
R2_46_1	0	FP	56:1091|30251713-f1b0-439a-b52c-3658818a26e9	j	61.314620	513.000
	
R1_73_1	0	FP	56:1595|b2a8318d-d4ba-4ce9-b726-691b29f3bb60	j	0.411299	4.000
	
R2_7_2	0	FP	56:1777|e9449cc0-a9ef-41d2-9978-496543c357b5	j	215.180337	3608.000
	
R1_73_1	0	FP	56:1892|bd9c7cc8-292e-4d5b-9d2f-605beebce816	j	544.215697	10154.000
	
R1_13_1	0	FP	56:1976|6dbe49f5-a35f-41ac-8738-3f048e4fdc08	j	40.386829	770.000
	
R1_73_1	0	FP	56:1979|b9b42071-b5dc-4592-bd11-d025fb689436	j	606.764779	11376.000
	
R1_73_1	0	FP	56:262|07950b5b-6f4a-4902-adda-5a6f79a6c730	j	54.643635	27.000
	
R1_73_2	0	FP	56:512|42c70ec3-db10-4f3f-8c00-2057c745575f	o	89.516903	376.000
	
R1_14_1	0	FP	56:646|fdaf54a4-b115-438c-ab8e-7f79201afa56	x	2.324382	9.000
	
R1_101_1	0	FP	56:804|99902cee-c9d3-4030-91ed-460779f1f4e7	k	27.806497	153.000
	
R1_11_2	0	FP	56:851|361471ce-0f17-4fe7-819f-841b26546a1b	j	1543.626967	9245.000
	
R1_11_2	0	FP	56:862|82b57814-f15b-49b6-b9b4-06ee8ca14b01	j	1834.397078	11028.000
	
R2_38_3	0	FP	56:916|7b3ca51e-258d-4752-a0ab-c1a39c893593	j	901.450060	6246.000
	
R2_38_3	0	FP	56:926|1acd620d-194c-4be5-a501-ce82b171c97d	j	846.595860	5818.000
	
R2_14_1	0	FP	56:978|8ab429d4-4791-4a27-bd44-81cdfce09a35	j	706.875420	5370.000
	
R1_91_1	0	FP	57:1021|bdebc164-220a-494a-bc6d-5099c19932de	n	21.484829	171.000
	
R2_14_1	0	FP	57:1117|371f7a7f-536e-46c6-907f-6a2ab6b1a3ed	j	734.322433	6784.000
	
R1_73_1	0	FP	57:1399|5b7fbf96-19f0-450d-978b-f9f1378f9328	j	240.191652	3062.000
	
R1_103_2	0	FP	57:1903|6715b916-e00d-446b-a581-b578e7c3618a	j	165.570871	3003.000
	
R1_33_1	0	FP	57:2415|75f692d5-08fa-4f32-97ae-0279d81827c2	j	3.466242	83.000
	
R1_73_1	0	FP	57:649|a1cc3894-c63c-4a5e-b97c-2a15835a320b	j	204.242206	992.000
	
R2_14_1	0	FP	57:661|3e65ce64-fb3b-467f-9ffe-b6c9e8271d63	j	4850.468833	18781.000
	
R2_14_1	0	FP	57:684|fb880896-9dff-4f20-9873-60be9a016c6a	j	4414.446633	18792.000
	
R1_73_2	0	FP	57:775|c9f876c1-964d-4cde-8c5d-82b63fa0d755	j	93.484272	580.000
	
R1_73_1	0	FP	57:809|d17f6759-2ce8-4871-92d5-1b9548f05ef4	j	335.138581	2269.000
	
R1_11_2	0	FP	57:837|b4b1eaf4-0ccf-4f6f-a1a7-8ba886a067a5	j	1823.760666	11026.000
	
R1_11_2	0	FP	57:849|c7de28b0-a5d3-4936-bcfa-5b7cad47436a	j	1837.691551	11027.000
	
R2_26_1	0	FP	57:865|03927ffa-c4fd-471f-97a9-dec12aec4707	j	10.128505	68.000
	
R2_6_1	0	FP	584:982|1383337b-2c10-4b5d-ba60-fb4cccd62295	j	612.108943	991.000
	
R2_154_2	0	FP	58:1000|db93dcb7-f98b-419e-b040-278c8a29939d	s	2.028701	13.000
	
R2_14_1	0	FP	58:1134|9eb2f6d7-a978-49c1-8f63-a58abd2247c9	j	731.771173	6777.000
	
R2_14_1	0	FP	58:1153|5eeec2d4-0a50-444b-ba62-72bc8dbb49d9	j	735.765322	6789.000
	
R1_73_1	0	FP	58:1293|dd09c8ca-40ed-4774-b1ec-28cee9856099	j	275.209464	3309.000
	
R1_73_1	0	FP	58:1495|9659089d-3181-4f20-99ea-f37d5c85f242	j	638.387013	8543.000
	
R2_53_2	0	FP	58:1731|98b0277a-1467-450b-876c-13bcf985cbb8	j	102.673340	1646.000
	
R2_72_3	0	FP	58:1879|99616653-1372-4a18-a012-b2b2a51e3f95	j	148.429686	2598.000
	
R1_13_1	0	FP	58:1970|d43bfd37-0413-4767-b83e-9adac78fbe91	j	40.507099	770.000
	
R1_13_1	0	FP	58:2000|d0eacd82-4a61-4fd8-a3c6-690778bd9585	j	40.362860	770.000
	
R2_6_1	0	FP	58:427|58d2c962-e5e2-42a4-af67-4ee32e39b21c	j	745.692473	954.000
	
R2_38_3	0	FP	58:650|75252e36-0653-4d1d-8482-79389ec7643b	j	1293.277927	4949.000
	
R2_14_1	0	FP	58:666|952bcdd1-ec1c-4d5f-81de-ffb526355198	j	4776.504659	18765.000
	
R2_42_1	0	FP	58:707|2c962ff7-7019-4595-8f3e-dde16120e169	j	621.872493	2774.000
	
R2_28_3	0	FP	58:711|496f4347-a008-4500-802c-f7263aea1e4a	k	56.330688	250.000
	
R2_42_1	0	FP	58:736|1fefefd5-1055-4bd9-ae50-2bf4e1f3ea80	j	596.580086	2776.000
	
R1_92_1	0	FP	58:784|8e82c7d5-3f2a-4702-97f1-5619bf9c153f	j	238.537859	1272.000
	
R1_92_1	0	FP	58:790|ec51dac4-d60b-4cf4-ba32-5c20216410f0	j	239.876229	1290.000
	
R2_14_1	0	FP	58:794|0096ce76-f613-4580-a157-74ec1fc94411	j	325.784044	2036.000
	
R2_154_1	0	FP	58:849|96d1965c-e731-4225-b51a-108cf9796864	j	1380.909721	8974.000
	
