Sequin	MixA	Type	Transcript	Classcode	TPM	nbReads
R2_24_1	0	FP	STRG.4.1	j	34.428818	62.000
	
R2_24_1	0	FP	STRG.4.2	j	25.777966	36.000
	
R2_154_2	0	FP	STRG.42.1	s	6.646643	2.000
	
R2_151_2	0	FP	STRG.43.1	j	22.233904	9.000
	
R1_22_1	0	FP	STRG.45.1	j	8869.145242	4280.000
	
R1_22_1	0	FP	STRG.45.3	j	8841.089176	3995.000
	
R2_150_2	0	FP	STRG.46.2	j	4288.125134	3533.000
	
R2_14_1	0	FP	STRG.47.1	k	14045.477848	6052.000
	
R2_14_1	0	FP	STRG.48.1	s	0.000000	0.000
	
R2_14_2	0	FP	STRG.48.2	s	6.021920	2.000
	
R2_14_1	0	FP	STRG.48.3	s	0.000000	0.000
	
R2_6_1	0	FP	STRG.5.2	j	1776.466421	300.000
	
R2_19_2	0	FP	STRG.50.2	j	173.859920	192.000
	
R1_101_1	0	FP	STRG.53.1	k	327.708403	81.000
	
R1_101_1	0	FP	STRG.53.2	j	159.815938	22.000
	
R2_65_1	0	FP	STRG.56.1	k	31496.723643	10912.000
	
R2_65_1	0	FP	STRG.56.2	k	31731.074262	10912.000
	
R2_65_1	0	FP	STRG.56.3	k	31174.388756	10912.000
	
R2_65_1	0	FP	STRG.56.4	k	31265.809250	10912.000
	
R2_65_1	0	FP	STRG.56.5	k	31825.793885	10912.000
	
R2_65_1	0	FP	STRG.56.6	k	31403.949789	10912.000
	
R2_65_1	0	FP	STRG.57.1	x	0.000000	0.000
	
R1_73_1	0	FP	STRG.59.1	j	2576.823760	2967.000
	
R1_73_1	0	FP	STRG.59.2	j	2482.164171	3831.000
	
R1_73_1	0	FP	STRG.59.4	j	2772.333516	3229.000
	
R1_73_1	0	FP	STRG.59.5	j	1758.997386	2380.000
	
R1_92_1	0	FP	STRG.6.1	j	3477.319163	1041.000
	
R1_71_1	0	FP	STRG.62.1	j	272.091692	33.000
	
R1_71_1	0	FP	STRG.62.2	j	273.244622	33.000
	
R1_11_1	0	FP	STRG.68.1	x	8.646518	2.000
	
R2_60_2	0	FP	STRG.69.1	j	81.247772	39.000
	
R2_60_2	0	FP	STRG.69.2	j	60.168632	44.000
	
R2_73_2	0	FP	STRG.7.1	j	6.519920	7.000
	
R2_57_2	0	FP	STRG.70.1	j	85.471498	51.000
	
R2_57_2	0	FP	STRG.70.2	j	86.510214	51.000
	
R2_72_3	0	FP	STRG.8.5	j	20442.559859	16759.000
	
R2_72_1	0	FP	STRG.9.1	x	132.957756	109.000
	
R2_72_3	0	FP	STRG.9.2	s	170.282273	103.000
	
R2_72_3	0	FP	STRG.9.3	s	173.961665	103.000
	
R2_72_3	0	FP	STRG.9.4	x	172.571025	102.000
	
R2_72_3	0	FP	STRG.9.5	x	173.020428	102.000
	
