Sequin	MixA	Type	Transcript	Classcode1	Classcode2	TPM	nbReads
R1_71_1	3.7766	TP	STRG.57.2	full-splice_match	reference_match	208.774246	56.000
R1_71_2	26.4359	TP	STRG.57.1	full-splice_match	reference_match	1570.021221	167.000
R1_73_2	79.7607	TP	STRG.53.2	incomplete-splice_match	5prime_fragment	24462.583468	5057.000
R1_81_1	0.3163	TP	STRG.52.1	incomplete-splice_match	5prime_fragment	115.424502	2.000
R1_91_1	1.8883	TP	STRG.51.2	full-splice_match	reference_match	168.179253	28.000
R1_91_2	28.3241	TP	STRG.51.1	full-splice_match	reference_match	524.564751	172.000
R1_92_1	60.4248	TP	STRG.3.1	incomplete-splice_match	5prime_fragment	26105.124974	1147.000
R1_92_1	60.4248	TP	STRG.6.1	incomplete-splice_match	3prime_fragment	6276.690017	1672.000
R1_92_2	60.4248	TP	STRG.6.3	full-splice_match	reference_match	5784.053126	1292.000
R2_116_3	1.2463	TP	STRG.48.1	full-splice_match	reference_match	11.060382	2.000
R2_117_1	30.2124	TP	STRG.13.2	full-splice_match	reference_match	1341.556006	492.000
R2_117_3	30.2124	TP	STRG.13.1	full-splice_match	alternative_3end	1613.746865	556.000
R2_14_1	551.0742	TP	STRG.42.1	full-splice_match	alternative_3end	17140.491442	7705.000
R2_14_2	280.3711	TP	STRG.42.3	full-splice_match	reference_match	117204.348708	18917.000
R2_14_3	135.3516	TP	STRG.42.4	full-splice_match	reference_match	17089.488679	5398.000
R2_150_1	483.3985	TP	STRG.40.1	full-splice_match	reference_match	12875.928527	3025.000
R2_150_2	483.3985	TP	STRG.40.6	incomplete-splice_match	mono-exon	12900.351674	1229.000
R2_151_2	0.6231	TP	STRG.37.3	incomplete-splice_match	3prime_fragment	28.081879	2.000
R2_153_1	0.5381	TP	STRG.33.1	full-splice_match	reference_match	26.051864	5.000
R2_153_3	0.1322	TP	STRG.33.2	incomplete-splice_match	3prime_fragment	34.052036	2.000
R2_154_1	241.6992	TP	STRG.36.2	full-splice_match	reference_match	6577.821801	2026.000
R2_154_2	1691.8946	TP	STRG.36.1	full-splice_match	reference_match	38148.210000	10656.000
R2_19_1	4.985	TP	STRG.44.1	full-splice_match	reference_match	55.597827	37.000
R2_19_2	10.1212	TP	STRG.44.2	incomplete-splice_match	3prime_fragment	20.791391	26.000
R2_26_1	19.9402	TP	STRG.31.1	incomplete-splice_match	5prime_fragment	422.325134	75.000
R2_26_1	19.9402	TP	STRG.31.3	incomplete-splice_match	5prime_fragment	78.828828	79.000
R2_26_1	19.9402	TP	STRG.31.4	full-splice_match	reference_match	54.161774	104.000
R2_26_2	40.4846	TP	STRG.31.2	full-splice_match	reference_match	336.646240	182.000
R2_28_1	20.5444	TP	STRG.28.2	full-splice_match	alternative_3end	1807.113438	580.000
R2_28_3	19.9402	TP	STRG.28.1	full-splice_match	reference_match	1448.910045	262.000
R2_32_1	17.2211	TP	STRG.27.1	full-splice_match	reference_match	1478.737405	424.000
R2_32_2	8.7616	TP	STRG.27.2	full-splice_match	reference_match	326.345889	155.000
R2_32_3	4.2297	TP	STRG.27.3	full-splice_match	reference_match	187.010136	80.000
R2_38_1	31.9043	TP	STRG.26.2	full-splice_match	reference_match	2609.801529	729.000
R2_38_2	64.7754	TP	STRG.26.1	full-splice_match	reference_match	21586.671709	5341.000
R2_38_4	258.1347	TP	STRG.26.4	full-splice_match	reference_match	30757.555544	5007.000
R2_41_1	15.1062	TP	STRG.20.1	incomplete-splice_match	3prime_fragment	311.210208	154.000
R2_41_2	226.593	TP	STRG.20.2	full-splice_match	reference_match	20538.948584	3486.000
R2_42_1	164.3555	TP	STRG.25.1	full-splice_match	reference_match	2717.883428	1404.000
R2_42_2	159.5215	TP	STRG.25.2	full-splice_match	reference_match	14657.374349	2786.000
R2_42_3	159.5215	TP	STRG.25.3	full-splice_match	reference_match	16507.691726	2359.000
R2_45_1	0.997	TP	STRG.19.1	full-splice_match	alternative_3end	93.233701	52.000
R2_45_2	2.0242	TP	STRG.19.2	full-splice_match	alternative_3end	79.710471	63.000
R2_45_3	4.0182	TP	STRG.19.3	full-splice_match	reference_match	98.458707	78.000
R2_45_4	8.0667	TP	STRG.19.4	full-splice_match	alternative_3end	156.212126	114.000
R2_46_1	82.1777	TP	STRG.18.1	full-splice_match	reference_match	968.640078	749.000
R2_46_3	79.7607	TP	STRG.18.2	full-splice_match	reference_match	1475.995507	514.000
R2_53_2	35.0464	TP	STRG.24.1	full-splice_match	reference_match	2261.399731	1780.000
R2_53_2	35.0464	TP	STRG.24.2	incomplete-splice_match	3prime_fragment	2452.929562	1764.000
R2_53_3	16.9189	TP	STRG.24.3	full-splice_match	reference_match	2611.142128	1722.000
R2_54_1	0.0779	TP	STRG.59.1	incomplete-splice_match	5prime_fragment	1025.890581	7.000
R2_55_2	1.4162	TP	STRG.14.1	full-splice_match	reference_match	36.827574	7.000
R2_57_1	0.9441	TP	STRG.63.1	full-splice_match	reference_match	58.645184	31.000
R2_57_2	6.609	TP	STRG.63.2	full-splice_match	reference_match	172.802478	76.000
R2_59_1	4.3053	TP	STRG.64.3	full-splice_match	reference_match	26.402878	29.000
R2_59_2	2.1904	TP	STRG.64.2	full-splice_match	alternative_5end	9.431147	11.000
R2_59_3	1.0574	TP	STRG.64.1	full-splice_match	alternative_3end5end	29.555832	25.000
R2_63_1	0.9442	TP	STRG.21.1	full-splice_match	reference_match	9.821217	6.000
R2_67_1	3.7766	TP	STRG.11.1	full-splice_match	reference_match	190.092719	24.000
R2_68_2	1.8883	TP	STRG.10.1	incomplete-splice_match	3prime_fragment	6.048405	4.000
R2_68_2	1.8883	TP	STRG.10.2	incomplete-splice_match	internal_fragment	8.175065	4.000
R2_6_1	362.5488	TP	STRG.5.1	full-splice_match	reference_match	26054.700958	3651.000
R2_6_1	362.5488	TP	STRG.5.2	incomplete-splice_match	5prime_fragment	7106.727763	1009.000
R2_71_1	3.5406	TP	STRG.8.1	full-splice_match	reference_match	19.724558	8.000
R2_72_3	514.336	TP	STRG.7.3	incomplete-splice_match	3prime_fragment	2003.619428	1149.000
R2_72_4	1032.5391	TP	STRG.7.4	incomplete-splice_match	3prime_fragment	1946.074230	738.000
R2_7_1	241.6992	TP	STRG.9.2	full-splice_match	reference_match	9964.434995	1788.000
R2_7_2	725.0977	TP	STRG.9.1	full-splice_match	reference_match	5280.929141	3617.000
novel	0	FP	STRG.16.2	novel_not_in_catalog	at_least_one_novel_splicesite	111.478819	116.000
novel	0	FP	STRG.18.3	novel_in_catalog	intron_retention	845.516582	305.000
novel	0	FP	STRG.20.3	novel_in_catalog	combination_of_known_junctions	7966.266305	3511.000
novel	0	FP	STRG.22.1	novel_not_in_catalog	at_least_one_novel_splicesite	46.496599	2.000
novel	0	FP	STRG.23.1	antisense	mono-exon	120610.704720	560.000
novel	0	FP	STRG.26.3	novel_in_catalog	combination_of_known_junctions	19991.048413	5353.000
novel	0	FP	STRG.26.5	novel_not_in_catalog	at_least_one_novel_splicesite	21591.959522	6251.000
novel	0	FP	STRG.29.1	novel_not_in_catalog	at_least_one_novel_splicesite	177.592173	74.000
novel	0	FP	STRG.30.1	novel_not_in_catalog	at_least_one_novel_splicesite	24.025608	5.000
novel	0	FP	STRG.32.1	antisense	mono-exon	0.000000	0.000
novel	0	FP	STRG.34.1	antisense	mono-exon	89631.833655	17700.000
novel	0	FP	STRG.37.1	novel_not_in_catalog	at_least_one_novel_splicesite	28.878861	8.000
novel	0	FP	STRG.37.2	novel_not_in_catalog	at_least_one_novel_splicesite	35.593493	4.000
novel	0	FP	STRG.4.1	novel_not_in_catalog	at_least_one_novel_splicesite	56.967234	93.000
novel	0	FP	STRG.4.2	novel_not_in_catalog	at_least_one_novel_splicesite	45.977711	68.000
novel	0	FP	STRG.40.2	novel_in_catalog	combination_of_known_junctions	4779.470529	2091.000
novel	0	FP	STRG.40.3	novel_not_in_catalog	at_least_one_novel_splicesite	3695.414183	1251.000
novel	0	FP	STRG.40.4	novel_not_in_catalog	at_least_one_novel_splicesite	3632.783935	1297.000
novel	0	FP	STRG.40.5	novel_not_in_catalog	at_least_one_novel_splicesite	10928.648221	1213.000
novel	0	FP	STRG.41.1	antisense	multi-exon	0.000000	0.000
novel	0	FP	STRG.42.2	novel_not_in_catalog	at_least_one_novel_splicesite	17681.824951	6918.000
novel	0	FP	STRG.49.1	antisense	mono-exon	0.000000	0.000
novel	0	FP	STRG.50.1	antisense	mono-exon	24716.705817	7590.000
novel	0	FP	STRG.53.1	novel_not_in_catalog	at_least_one_novel_splicesite	14973.992385	11544.000
novel	0	FP	STRG.53.3	novel_not_in_catalog	at_least_one_novel_splicesite	10345.950625	10311.000
novel	0	FP	STRG.53.4	novel_not_in_catalog	at_least_one_novel_splicesite	11302.671644	12634.000
novel	0	FP	STRG.53.5	novel_not_in_catalog	at_least_one_novel_splicesite	15023.499131	11471.000
novel	0	FP	STRG.53.6	novel_not_in_catalog	at_least_one_novel_splicesite	7476.387312	9052.000
novel	0	FP	STRG.54.1	antisense	mono-exon	0.000000	0.000
novel	0	FP	STRG.6.2	novel_in_catalog	combination_of_known_junctions	5923.709149	1767.000
novel	0	FP	STRG.61.1	antisense	multi-exon	14.447470	3.000
novel	0	FP	STRG.62.1	novel_not_in_catalog	at_least_one_novel_splicesite	107.666624	48.000
novel	0	FP	STRG.62.2	novel_not_in_catalog	at_least_one_novel_splicesite	92.139444	62.000
novel	0	FP	STRG.7.1	novel_not_in_catalog	at_least_one_novel_splicesite	3648.803136	2651.000
novel	0	FP	STRG.7.2	novel_not_in_catalog	at_least_one_novel_splicesite	4799.524890	2668.000
novel	0	FP	STRG.7.5	novel_not_in_catalog	at_least_one_novel_splicesite	4267.285637	3201.000
