1009:2654|c8378afd-d5d5-4feb-aeff-334d226e39e2	+
1010:1773|c29f36c3-b0e3-4f4d-85dd-088c497c6c89	+
101:1044|0903b90c-7210-487b-a966-774c79dfbfd6	+
1011:1609|28c1d5b5-872b-4424-a311-e65a2066c67b	+
1011:1650|be13f4ec-7f40-467f-9951-e950c907927e	-
101:1171|d87300d4-9118-40b3-b506-d7ddac6ba213	+
101:1174|5e0b1bd0-a4a1-4064-9758-5c08012696d7	+
101:1210|f31c557b-71c8-46ab-a142-e1fe033482b1	+
1011:2934|d9ec66f1-d685-4121-bdec-cb7b3c7e15d6	+
101:1967|8c865a21-246c-4b42-aa7a-04eb312582f2	+
1012:1324|e206dbf1-b649-4958-9cd2-268809331f21	-
1012:1609|bf707825-afbc-42c9-9cfe-4777b024921c	+
1013:1378|97fbd094-b2dd-42d9-b3f5-92e4bee83a57	+
1013:1622|89510725-e7ee-40cf-ad2c-14a61cea86c4	+
1013:1701|ef224597-d828-4a98-8dd2-a5b21afe5b79	+
1013:1929|10b8adb9-4ce4-46be-a3c8-520821191476	+
1013:1957|7d3a9fcd-38f0-4821-a18c-d6fba14223cc	+
1013:1966|26aac519-95b4-4ce1-aa33-e158e1c85e89	+
1013:2089|ed35f234-7316-43db-b6d8-aa334be8e0c4	+
1014:1631|66ad7eb5-37da-44da-9433-a3e5b2ce3750	-
1014:1689|010b837d-3151-48b9-9529-95279f714a8e	+
1014:1707|bc4d2961-7081-4c4b-898d-5fabd2d3474c	+
1014:1823|356b7785-119e-4110-8338-ec82aabe1005	-
1015:1416|946c4b56-7008-407f-b281-40f31473788f	+
1015:1697|ec55d02b-c37a-4267-bbc7-f07f9fa0e1c7	+
1015:1742|54517e91-9f71-4820-84c0-6c6413695f3f	-
1015:1792|df52ab58-88c3-427e-9184-fba3259e1c1b	-
1015:1843|4bb34ccc-12e1-4a21-ae91-6a303e725555	+
1015:2194|a7b003b4-35b2-486b-bc03-f1ea6f8c5dd9	+
1016:1228|370886db-dfc0-41bf-a4ae-8686d3d8ea09	+
1016:2004|95c13e39-977e-428e-81a4-6511f3aa1e25	+
1016:2362|071389f4-6355-4068-a8ec-7716c95c06b9	+
101:654|5519b246-38e4-49ae-8a9b-f97740ed9fb7	+
101:686|21b8daa3-76f0-4e04-9727-7f3c1a8e8593	+
101:701|9c2e063b-9ee4-44f1-a1d6-de46ade3aa71	+
101:708|92eded55-59f0-4bde-b5c5-9114c8898923	+
1017:1272|02f5b83e-8007-40b1-942d-c4144f658c73	+
1017:1622|85b221c8-01d5-4403-9a0d-ff308fd00b36	+
1017:2053|36640726-6969-4794-a1ac-ae84c85176d3	-
101:769|2459a6c8-95a1-4531-ba69-17a42db65591	+
101:771|f1392e2b-0b18-4cb0-8cfa-5e93ac72f878	+
101:776|9cc000f6-0c92-4dda-a682-b338d7c6ff82	+
101:796|38e52bc8-352b-4210-8c87-fb358b2d5c2e	+
1018:1451|2896fabe-43ce-422f-bf20-971094f1ed0a	+
1018:1813|3f41b6f7-38b5-4e2e-9664-832728b9f3d2	-
101:892|4acf112b-433c-4887-9c42-4d914094a50a	-
101:913|8b760b0c-5239-414c-b0c3-209ab8dbd0f3	-
1019:1701|f075e13e-a2bd-4fff-8d51-de2af54a8ed2	+
1019:1847|6e598f92-a751-436c-b0cf-198ed190478e	+
1019:1954|efb8b7b3-fd99-4f9c-bfa1-b86444299f13	+
101:934|3595e23a-8a34-485b-b205-a8ea39f96cc1	+
101:939|707c1a3f-9c02-42e3-a773-e1fd48d97cfa	+
102:1035|525d3b2d-cbc6-48c4-8cdd-66a1a6b9678b	+
102:1177|946d3f3b-5470-4a70-9d45-bf6a1bce6049	+
1021:2217|4449522d-bbb4-44b1-a07f-505d8322e0b8	-
1022:1168|f9f94014-cb19-4286-b580-8857d1563209	-
1022:1622|4cb9e249-92ba-4c15-b99f-a3694a40feb1	+
1022:1773|a77e1d6c-c672-4e47-9086-5e00a564459b	+
1022:2318|4b6b1338-8023-4b81-89e4-c26af76c6e56	+
1023:1736|f1574ffd-bf02-4a3e-8481-f122d64d5da5	+
1023:1866|0f0d728b-0b9a-4f39-bbe2-e76b9837a38e	+
102:534|521727ba-c86f-4a23-84ec-5d531ef6fbcc	+
102:587|9d919ed9-74d6-4744-8827-de99e9b0994f	+
1026:1621|56ebc13f-a3d7-40ae-b444-142678a90a5d	+
1026:1860|e73507c6-ab86-4169-9f90-a464785c3d99	+
102:658|baec8bae-8ac8-4468-8559-015ea6597c55	+
102:685|eaf12ff2-8ff1-437b-b1dd-0b70fac3227d	+
102:707|47b5e9e4-9b6c-4b50-843b-0a96f0afa1d9	+
102:712|a3a88fa2-2687-45e3-a6af-0716f3d198bc	+
102:714|b336f607-02c5-4899-9bae-d40f021d0ae1	+
1027:1645|cdf926c3-024d-4097-99f0-cb261a5327df	+
1027:1905|e6f9b87a-0c42-4119-bc34-90cabf065871	+
1027:2834|155e8a77-acc9-4d9d-ae2d-765a45f45de4	+
102:776|a088645f-8da1-4f4a-8e31-5b3cb6417b35	+
1028:1832|ee0b2d54-db31-4aa3-9cdf-3ec4eff8a88d	-
1028:1864|681e8276-ec6c-4f9b-8991-044756bf53d5	+
102:885|ead5ef5f-11b9-4cfe-881f-383dba3926ef	-
102:888|ab0e603a-b00e-4fd5-8e41-4754e44b93be	-
102:918|9bdbede5-5729-4be4-b181-6e2bbe91969f	+
102:928|93d369d7-4934-4e24-bc09-8776ad6a9423	+
102:982|6f0df5a2-7d3b-4585-905b-19bfe6f77cee	+
1030:1473|14fb9aec-0b50-4ac4-91d4-f57256ddda06	+
1030:1620|2d489574-ac17-4995-a677-aeb87b430e53	-
1030:1855|52ebe147-a40a-4bb0-84a4-1f4615ddd2c3	+
1030:1857|46625b69-750c-4f77-99e5-28968ac0e193	+
1030:2122|414efd46-a6aa-4743-aed1-4f79b5c28eb1	+
1031:1855|1e6a6e7e-5656-4dc5-80e2-1a4b3bd941a5	+
103:1185|7b056856-e566-4d1e-98c0-a09452b13559	+
1031:1891|4075193a-5c12-4d86-bb5d-310630a82556	+
103:1300|fde6d11e-c42e-4d48-abcd-df790865c00e	+
1032:1825|06c32e77-9666-4883-9ab6-d0ee3df75f18	-
1032:1836|242c8fa4-f444-4f56-aa61-9457b9889ae3	-
1033:1330|b339d046-74d3-489a-8db6-b7a28d1a2eef	+
1033:1632|28a2febc-c484-47d1-a195-61826c8e6b0b	+
1033:1883|349adba6-3266-495c-9154-a26d2bf9d73a	+
1033:1910|af5f39ad-25fd-4fd8-84b4-71820671d75c	+
1033:2037|93a76167-9ffb-4bd6-be93-2d6f89d60274	-
103:402|991dfba0-388f-4351-bd82-147997437172	+
1034:1839|844c9208-5c42-40c7-ae57-e3314f0bfeae	-
1034:1858|3fa6b966-12dd-4fe9-9197-bee0ddaecae8	+
1034:2476|9c89bb0a-6319-4746-b639-59456adce427	-
103:508|8bd3fe37-87be-4a18-8411-d7696755bfbf	-
1035:1222|8d3c3b32-7822-4a1c-a4fc-2c3294b98562	-
1035:1245|db1f928a-7515-4493-9471-a8d8b59cffdd	+
1035:1722|93cd4a31-c449-4834-9cae-d5739c665206	+
1035:1913|91f27303-0ffc-44e5-b23d-3fe4cf2790ae	+
1035:2852|39a01522-4c23-40d5-9bdc-e56459e03e25	-
1036:1644|05f7ab3d-8ccc-4ae8-8af2-a6a3288530dc	+
1036:1884|c793006a-8c06-445a-91ba-569d6c13c107	+
1036:1995|7b46890e-5e39-4751-8b15-8f609f8057f1	+
1036:2963|1d28f10d-c87f-420c-8201-995ae3b5dee3	-
103:640|8fea8745-0816-4b4e-9b5a-f81853122514	+
103:667|eee18f31-7818-420a-bcdc-bc8300a8fa72	+
103:705|9ca9b334-e178-4ef5-8e5b-c75fff393f13	+
103:712|c8d45761-ad92-48e5-84b3-ef76dfc39338	+
1037:1721|8cabb1bc-b57b-4a6f-aa49-96731552f225	+
1037:1846|59bf698f-a637-4a40-8445-d44190cd652c	+
103:773|98f4ddd6-f4d3-48d2-9a7e-d32619ce87df	+
1038:1858|56246ac0-8cf4-451a-8436-033f53839492	+
103:907|9af919eb-ab74-4f14-a527-9abd2b39120b	-
1039:1393|3a424ad9-7d5a-4c7e-b981-b64ea7708c86	-
1039:1604|1086daed-c141-4888-9fa5-0af8fc901ea6	+
1039:1964|bd80c321-f2a0-4a1c-a619-f5aa0f2adcb2	+
1039:1969|358ec3c0-7887-4b2d-a9ed-f3e77af4d00a	+
103:925|b612d59f-811c-43a4-8c0c-34d917217570	+
103:928|fbdc94fe-a6d4-4361-a0b0-9413f01a1a63	+
103:929|5c66b94c-1ca8-4a89-a93d-0e2702a37f00	+
1040:1545|1e43d99e-e5a9-422f-8d13-1239b08e0baf	+
1040:1668|37a5877c-0c60-4dab-80d0-6e83291f3820	+
104:1158|a94c10b4-6558-4825-947d-ca23bb946780	+
1041:1879|fae723b7-b68e-4f10-b93e-1f9127c1ab7b	+
104:1194|0b0331d8-51ca-4016-aee1-faa2bfb7c06b	+
1041:1963|4344bbb8-6131-468d-9d0b-8702e0b2c38d	+
1041:2114|388cf38a-b5f0-4fd6-9ce1-8ab64a6201da	+
104:1400|c2f69e87-e41b-4896-8aa8-8b65aba390f8	+
104:1846|8a42f39c-c91e-4a18-a996-1a072dad42a4	-
1042:1538|aa54680a-f7e2-4ac6-9106-dcca3ac66a67	+
1043:1919|e8e2c2d2-1644-43ef-bae2-cc76e0fcf302	+
1044:1715|a1e0f7e3-712a-467c-ab42-b6f9d8850d8c	+
1044:1892|ad0311a6-b6b5-44cb-890e-7f6eaf86b880	+
1045:1650|5117bbe9-9a28-4a97-b52f-0ab115ec0e3e	+
1045:1914|d4be0e72-8dea-4a0d-98cf-b2a8ac327227	+
1045:2606|bd4f1270-e9a2-4864-96de-c4b5eaaabe6f	+
104:668|7a2a4322-3802-4b3f-b5b4-cc64d7fb8524	+
104:680|0daab03b-1fda-4af5-9ac9-3b7f7ded4a4a	+
104:684|ef8f8423-3f81-4edf-9c2c-32206a5cc625	+
104:704|d628382a-5298-4ce1-920c-bafc93906614	+
104:708|2ec38b25-e44a-4d6e-b676-4ee8ab840243	+
1047:1420|030f328c-8a3e-46e4-ae79-bd41960a13f3	+
1048:1416|34e57e2e-8fb2-4192-9489-81db6214ce24	+
1048:1841|42c01961-5a3c-4e79-884f-392be26fbd01	-
104:883|41675d5c-f007-4da2-8ca0-9a26dc0a0134	+
104:912|938b8438-bb99-4ab4-a067-becd8c397cd7	-
1049:1425|e9a5ce5a-002b-424c-b5ad-f2a4392a5ffc	+
1049:1736|cc2a829e-4f37-4ad7-9663-8f3974213a3e	+
1049:1842|8b740e37-fe88-4f73-873c-1ae6e2e23666	-
1049:1981|cdd70308-d4d7-4a32-b860-d8d1a85b79a2	+
1050:1651|ca59898c-3ffb-4dc0-a08b-fe6e1422f17e	+
1050:2074|68baa227-bd11-4e97-b217-ba9c1cc559e9	+
105:1054|11730038-33a3-496d-b59f-4b3669c53c85	+
105:1109|a9e9af00-e33c-483e-a920-138412143a48	+
1051:1278|c2035684-785b-47b9-aa69-3a28c2f12f3f	+
1051:1419|d2888602-19b8-4c7a-ba5d-2b6d96e7ef3c	+
1051:1420|d1c0d6f3-a979-4281-971b-80e401b40712	+
1051:1847|3425f2d3-9748-4eda-98c8-fef8a8fbf3fd	+
105:1972|6ed045db-ddef-47af-91f7-7389204d457c	+
105:1987|37ef7e3c-dd0b-4279-9e59-b0785a23cfc4	+
105:2026|2ac2109c-6ca8-49b2-a06e-904c1fe705f3	+
105:2049|06a83c40-611b-4c47-b2c8-d647a7fa1702	-
1052:1657|29ea382d-323e-479e-81d6-c0bef63aa5ce	+
1052:2498|c1adb598-885a-4176-a60c-d1cb681fa879	-
105:306|f5cbb057-0267-406f-bbc2-c60a90b0d4d2	-
1053:1193|31868866-546f-4bbf-aa91-535b66e350de	+
1053:2464|b9904ba4-a56e-4d0a-9fae-69e91376dc4d	+
1054:1654|772147df-8064-4238-846e-0aa95fbc0fbd	+
105:508|f7f14971-cf79-4b97-9a74-4a78d770c2b7	+
1055:1430|dcc93f6f-7db4-4d91-9c53-a28f7e24b4e0	+
1055:1664|715110ea-7376-4069-aae8-b8bc14ede3f0	+
1055:1880|649f306e-79ea-4b60-bece-0bb4e1462a8d	+
1056:1436|ac436717-8c6e-4690-8fb6-894fd6d30d1c	+
1056:1668|6a183dc6-daff-422a-a72c-672ac84ab811	+
105:647|899fec5d-42fc-498c-9f7d-4f10d82f55f8	+
105:686|b5f2e7f5-7cfc-43e8-a942-60f6c790d23b	+
105:706|70e372a5-c5c1-446e-a110-c86e575a413a	+
1057:1419|0e65f9fa-af98-46b1-b356-b3cd141e25f3	-
1057:1480|747197ad-a7c7-4f96-b49a-0a8060d82675	+
1057:1578|1c9394b8-46a2-4a85-a124-7915e8991910	+
105:716|60727530-e5e5-4ac2-8509-28dafabf6919	+
1057:1988|a5f13f5d-fca1-46ce-8c83-0a72b2d6a604	-
1057:2048|32d3c371-3c9b-453b-8d19-684d7556ff0a	+
10572:10704|c3825c52-b3ca-43e3-887a-c01e6bc337c7	+
105:741|e1f2598e-705b-4c93-b25c-a0271764d109	-
105:785|c4f73550-92af-4b94-8106-abdba1e432b5	+
1058:1378|3c3ccc30-2090-415b-b693-255d3134342d	+
1058:1396|c3fb8036-7cb1-44a2-9ce4-2dcbc56400c3	+
1058:1399|612c0265-ae63-4759-aebc-a817f998de41	+
105:813|db4c2039-b323-4ca9-8f4d-180d9a2bc7fd	+
1058:1606|64eead33-020e-49e6-9447-4c98f9ffa5d4	+
105:886|ca781825-28bc-4d82-8775-4a734f86aea8	-
105:895|9d0a3054-51be-4913-989f-a435ccd72a81	-
1059:1287|73f979d5-dad1-434d-ae8d-30ed160b0ed5	+
1059:1433|b942bfee-0782-4eaa-a887-096997a4842f	+
1059:1439|6d91ebb0-88e9-4e32-91bc-b2117ad18b7d	+
1059:1646|7ca6702d-9bc0-4f85-a9b2-31faaf8838f3	+
1059:1671|f4f7eb27-1e50-49a6-9e0e-6334e963a62b	+
1059:1738|451dccc7-74c2-4f98-a1ee-65c8b245c884	+
1059:1994|996a4f33-8361-4875-b2ac-9c720c5a2744	+
105:936|7ec5e5f2-8e49-48fc-b41e-32adf5ecc6d7	+
105:980|4cb2c901-e0c0-4e22-805b-1adc41edac22	+
1060:1731|5263be15-e5e7-4693-af4c-34f0dafb608d	-
1060:1735|a34be2b9-1354-421b-af1e-62008ce77db2	+
1060:1998|4b40f44a-b9f8-4af6-9008-9deac6d18aae	+
1060:2982|9af4c940-259a-43da-851e-67501888491f	+
106:1000|ec924476-ca30-4285-b907-6c5a8ee6c6a0	+
106:1031|51fa2835-3a3b-4a38-bdb7-bf5a27def1bd	+
106:1093|f2169b2d-69f9-4493-a9bf-49da927c40fd	+
106:1186|c9887d16-55d1-469c-a197-e384b65c4580	+
1061:1932|aebf6b11-3ce1-4fae-8d83-cd99e7f90d28	+
1061:2007|2ef04f5d-ed51-4168-93fa-1617d85e13ff	-
106:1962|da531766-32a6-42a7-bf75-bc62fe958677	+
1062:1660|3b10911b-2d67-446d-9fbf-90c789a5441f	+
1062:1679|0db96cc6-ffe3-432c-a2c8-de10c85948b1	+
1062:1738|e10deaec-9fb8-4cb8-9a1f-412742b9c975	+
1062:1961|b254c6e2-5d6f-498e-9b3e-5aaac059bf6a	+
1063:1242|b33eca18-8fb4-469f-a265-457cc9d3d765	+
1063:1775|3de31c6b-4b0e-4f98-a542-a72cd6d10943	+
1063:1847|150fe380-402c-4f53-9ba1-da8f0bf69ee0	-
1063:1931|0b839dc0-ed23-4048-8457-d76ab77284fc	+
1064:1266|6b42daef-5bd2-46e3-884f-db2164f18f31	+
1064:1422|ff22d01f-6329-4c3e-bd58-be46a928bc68	+
1064:1685|4871626b-1fc0-4e38-be93-1b3dce5e5161	+
1064:1976|eedb54ed-d0b8-4038-b2fc-a7b3e82cfece	+
1065:1354|8b58b935-bcbc-4446-abf1-e048aa750122	+
1065:1649|2d82b6ad-5b2c-4ead-b704-eff3db333f20	+
1066:1653|2387203e-527d-4372-a799-cd7b091ba6e8	+
1066:1676|22dd339d-4d9b-44e7-8946-eda2be7c3ffd	+
1066:1687|829f5572-63fa-475d-b148-1a4f4632e718	+
1066:2397|b1097e1e-a921-4aa9-9d4e-838c6122be9d	+
106:710|b223e551-e572-4aaf-8d0f-6d3245be3a92	+
1067:1873|d27a4325-b84d-4094-8f15-bc794e3a737c	+
106:726|3f9ec925-4a1a-496b-bef2-5b51715565d8	-
1068:1755|e332cc7e-c5c8-46fa-b207-cf5a6d84839b	+
1068:2014|ad783955-191a-4704-94a7-45a0b08f9eaf	-
106:820|cdd3c6e3-996a-4bcd-b6b5-632d5f71f008	+
1068:2468|20c3bdc5-0b80-437e-82b5-2725a94db34b	+
1068:2984|e0d4479c-eaac-4302-bc38-566978ee5dd0	-
106:859|5dc41ef0-f1fb-41e2-9e74-35a6308add9b	+
1069:1674|38c18b25-c5a9-48c2-b71a-b0b01854823f	+
1069:1708|e2bdcbee-bfa7-4f1e-bf73-e5eca603a1c2	+
1069:1788|cf3080b8-c963-458a-8d39-340564b5612b	-
1069:1858|1b3282ae-cd60-49a2-a45c-baecd9788a3d	-
106:965|aa428d5d-b432-4260-a32c-065ce070f7d1	+
1070:1859|c8a0b301-32d3-4262-95d7-44dfd99ca67b	-
1070:1898|61a2f781-89b0-4565-8d1a-5ae23f33f171	+
1070:2003|dc841760-8016-4d29-ba87-1a902b40b0c8	+
1070:2141|2fb8d203-d9a5-4586-b7bb-d3128731d49f	+
1071:1239|9b23df65-e0a4-46a0-8cdc-62b5dabb4f19	-
1071:1491|505da935-ed36-49d5-a0a8-fe6deca71beb	+
107:1181|4b4bc5f4-e639-4ccc-922e-777ab0ec251f	+
1071:2937|de0b7527-9f71-428a-8984-cbbb1fea0a61	+
1072:1424|86743fd6-6bd9-49e2-8bdd-76ab0fda8426	+
1072:1662|654e6433-2ee0-43d9-9b5c-f67fd101c465	+
1072:1923|2dc034dc-5b22-4601-a871-bab621af0ce2	+
1073:1420|a5529baa-e069-4b35-b094-b88792e47fb4	+
1073:1759|b6cb8fa3-abed-4602-a36e-0b116875212b	-
107:374|aac2da54-0fea-406e-a899-6c2715feac94	+
1074:1444|67a6f4cd-30bc-42d2-ae77-ab6d1bb9b70b	+
1074:1710|d6adacb3-a283-4306-9a3f-fc3052850d9e	+
1074:1861|bd912723-f998-4ee7-a237-c75dea542653	+
1074:3009|c6455f4a-b792-4215-b659-266e81980042	+
107:599|dbb6ea07-d30f-4e8d-8d51-7efec3b0ef2c	+
1076:1874|f08cdcb3-a380-44e6-88fc-ae92207503a7	-
1076:1969|bf31e92c-6828-434b-84b5-97ede42f9541	+
1076:1998|4af4badc-f250-4dbe-ba72-5259c5280656	+
1076:2010|0b6751bb-7ba2-4d93-ab4d-acf0c5211086	+
1076:2157|57bbdf2c-5193-4bd1-985c-3fda31a7447b	+
1076:2218|1e3ce56d-1566-4f31-a1c7-d8c95e5196b8	-
107:696|ad963d1a-16ee-4a5e-9bf6-d34698ccc9f6	+
1077:1871|82ada5d6-47ad-4926-828b-5460fcf2e4cb	-
1077:2091|fd63884a-5f10-4c41-975a-2ea5964b6256	-
1078:1710|4905bba0-80f0-41d0-bbf1-7594888f93b6	+
1079:1505|ada91735-c3c1-4df9-943e-3b85e8b46738	+
1079:1556|f4e667fd-5105-48a5-9cf9-44d5663b2844	+
1079:2163|bce2453a-15d1-4930-8a23-6fecfd191642	+
107:933|95bca79c-b53e-4a42-8730-46ee55fb9ea0	+
1079:4011|40b2569e-e103-45a3-86de-0cab714f8d66	+
1080:1605|a5e29dd6-f265-4cd6-ba8b-e8a71b9ff32f	+
1080:1686|9e641608-4865-4ee4-be43-1af4b56ad82b	+
1081:1408|741237bc-8926-4367-9651-9105ef9047ac	+
108:1174|c811c412-f43f-4976-a41e-1be5d0036dc0	+
1081:2152|5a42de1a-fdaa-49a4-9223-7c621810b85f	+
1081:2798|19198096-0ba7-405b-832e-a8c1328ffc50	+
108:1573|89ce72f1-2d11-4b37-adb5-dde672cf424c	-
1082:1717|11baec5b-8e09-43b2-9202-d5b5b8afaf2c	-
1082:1988|7758b2c7-f95c-42ff-ac17-6d5de7bfc62b	+
108:2242|1fedd017-900b-46ac-9f07-437eef3010dc	-
1082:2944|9ecd8be8-b7f0-44fb-aba6-0d4716c3d6f9	+
1083:1494|fd0bd74b-e5f4-4a7b-9951-e84b8b09e6a8	+
1083:1786|7f3730c4-3038-4484-b2df-2c043d35536f	-
1083:1995|91330998-664d-4f2c-add2-17c844ca5ae1	+
1085:1685|6b7f72d1-6308-4a26-9c0a-30ece1c2fa07	+
1085:1858|c0cf1c62-c16e-4f08-9810-58060912695a	+
1085:1910|2b1f5867-0bb7-4852-bf30-62b2c3582fd1	+
1085:3016|28545ca5-acca-4279-90b8-12a30306acd8	-
1086:1458|bd107b82-526b-40c5-99d7-1efce071f50f	+
1086:1736|a5cd4b27-54cd-4b3d-84d0-9042ccf583c7	+
1086:2023|516889ad-c0b6-44cc-b3a2-b0d36eab0b4c	+
1086:2529|e812fd75-c12b-42ff-8e5f-9e8f2d074ef1	-
108:693|550db6ca-86f9-4c56-8d3f-695332c75fc9	+
1087:1703|8e4ffaa4-db3b-49e6-814b-efc15c8e21cf	+
1087:1708|99bc908b-6c37-4706-87dc-f37957a4b120	+
108:717|bd257f0d-cb21-4160-8fc3-101c0dbeea90	+
1087:2027|4e2cc9f3-1a5c-4184-8485-1a1bbd48f556	+
108:726|1171af8d-d544-40f3-b078-e6d02ba35974	-
108:750|e8f8bb5c-712f-4f56-bd38-d85b4de69057	-
1088:1354|8e82b72e-7f4d-439a-843d-c3096f7fedc6	-
1088:1486|b788209d-859c-4fcd-9415-87de2339b2a2	+
1088:1546|eb790559-d474-4884-aa24-22d25df1b59f	+
1088:1818|10c693b2-2dfa-434f-9408-05d948787ed1	+
108:893|9ad68515-0c7a-4709-b70c-347dc05639b7	+
1089:1383|40281096-424e-4674-bcaa-dbb99b212725	+
1089:1522|007cac28-a82a-4e40-b98e-bd277e738b76	+
1089:1735|40acdca3-bebc-417d-87b0-6066c618b117	-
1089:1975|c1acf8cd-d8a2-469a-b013-25a5ddbed99b	+
108:960|45efb5f6-178a-4959-8a41-47ec6333f177	+
1090:1693|6fa2116c-4daf-435f-9970-3cec47b75d3b	+
1090:1923|66b677e6-14cd-4fef-b026-85a4bcb6172a	+
1090:1958|efaa0835-0f97-49bb-a161-6ee087bcdb5a	+
109:1186|dbb89edc-e702-4563-b382-6ed4a7ccba17	+
1091:1875|ce1c6c3b-3671-4aa1-a240-4d01d6c048d7	+
1091:2179|26b0fda8-8763-4417-983d-9c57f1034ede	+
109:1514|def5853b-bae0-4deb-a720-552134a7bde6	+
1093:1717|ca4fa96a-bc56-4402-aca3-11743e3be389	-
1093:1754|132a6969-7cbb-47b1-b7cc-3e8755b6c702	+
1093:2023|cfebd191-b26c-4fa7-b3bb-892fcdba1401	+
1093:2024|47f21000-7999-48f9-a970-cc9abdd15a67	+
1093:2173|d587d0e8-c576-4d40-b3fe-0fb641725513	+
109:341|717a389d-9971-4fb0-983c-fef3ddc06585	+
1094:1242|12ca31e5-f274-42ca-850b-2f30d4e57b4e	-
1094:1906|e10c643f-54c8-4275-94d9-774e13f952a2	+
1095:1414|5399bfed-e994-41f9-a07e-bc73f05ab7d4	+
1095:1695|cfde81c7-6b2c-482e-9cba-d25e06d4e8e0	+
1095:1832|2a304aa6-2bab-4ff4-b55a-66fb82ebe7d0	+
1095:2171|7adc21c8-75aa-4311-bb74-e963c0872aec	+
109:581|8fb7937a-1e6e-4a4c-b199-cddb8b5cebbe	+
1096:1418|0c9b06d8-add7-49c9-b47b-d859136e74b2	+
1096:1717|61866a66-406b-4d5c-b720-9ecf989ea22f	+
1096:2045|5dcb5f20-cf1e-4308-baa2-b3229d7c5675	+
109:693|3e7720b7-6ef4-45bb-8018-c7bcf12b88ee	+
109:716|5f520a8d-fdb4-45e9-ac85-cd3b25de1e45	+
1097:1725|21ac71de-c862-4df2-ab2a-29d42b02acc3	+
109:717|bdb81afa-74f1-49d3-8851-64b7c8eb7200	+
1097:2848|446a8ce7-9a8c-4ebf-89cf-f5060e4b2426	-
109:797|f27e3b28-a76d-4bce-901a-a75e0637d100	+
1098:1721|506a50b8-6adc-4fbd-87e6-d66184cc1bc4	-
1098:1947|bdb162cc-6aeb-4a42-8bc3-8f8b922fdf5e	+
1098:1952|355003d2-6a64-44c1-81a6-f444486ac21d	-
109:896|e64489e3-1194-4126-9d1a-82e4d8d0d6a5	+
1099:1984|4dad4f95-7a49-48f9-9e60-04c7f2a20f88	+
1099:2015|8a44a670-52eb-476e-9aa5-0ab4553cbd08	+
109:959|0984d0ad-7bae-4088-afca-1b928152571f	+
1100:2015|4f6c1360-9431-4757-bfaa-a3aa1dd7fc69	+
110:1047|4fabe598-45e9-4854-bbb4-86195d1fb00a	+
1101:1681|d5300a95-48b8-4105-a083-2a0cd53be8e6	+
1101:1686|05991efd-11e6-40eb-98c9-1f5759b58a45	+
