Sequin	MixA	Type	Transcript	Classcode1	Classcode2	TPM	nbReads
R1_71_2	26.4359	TP	4ada2565-e820-4820-930b-627d1c910c6e	full-splice_match	reference_match	14.391906	33.000
R1_73_2	79.7607	TP	6fb1595d-4e30-4aca-a45b-6f371bec76d0-1	incomplete-splice_match	5prime_fragment	200.651615	1025.000
R1_73_2	79.7607	TP	b22b1c5a-4ae1-468b-bbb8-4666f1388dfe	incomplete-splice_match	5prime_fragment	148.133530	1866.000
R1_73_2	79.7607	TP	f3913972-35ec-4805-bbbd-dc66fd15e2e4	incomplete-splice_match	5prime_fragment	614.525036	156.000
R1_91_1	1.8883	TP	1bb59d92-f87d-468c-adba-e67881edcb47	full-splice_match	reference_match	7.812097	26.000
R1_92_1	60.4248	TP	48bbd684-849b-416f-ba6d-dc13541845eb	incomplete-splice_match	5prime_fragment	253.856827	447.000
R1_92_1	60.4248	TP	552cd50f-b07c-4ea3-9a1b-aec636cfafd9	incomplete-splice_match	3prime_fragment	147.332695	908.000
R1_92_1	60.4248	TP	d7aab219-d8c8-4b82-a0e8-127d0975da22	incomplete-splice_match	internal_fragment	10254.613930	487.000
R1_92_2	60.4248	TP	9a94b97e-fdef-4f41-85dd-6bcc4c602ad0	full-splice_match	reference_match	119.280438	487.000
R1_92_2	60.4248	TP	c457fdcc-a993-439f-acba-779585300466	full-splice_match	reference_match	134.442071	545.000
R2_116_1	1.2463	TP	14aa7e37-4714-41a9-9a8d-5ea77cad3acb	full-splice_match	reference_match	1.566061	8.000
R2_116_2	1.2463	TP	80164d86-3fe1-48e4-b369-c5af2da24f3f	full-splice_match	reference_match	1.607823	7.000
R2_116_3	1.2463	TP	a05c6f4c-889f-4f38-af08-1012a40a2735	full-splice_match	reference_match	5.742225	21.000
R2_117_1	30.2124	TP	11c25650-be1e-4268-872f-7ae6d944d2d1	full-splice_match	reference_match	65.182015	490.000
R2_117_3	30.2124	TP	990cb07e-920a-4bc7-9553-895daf855472	full-splice_match	reference_match	98.207204	648.000
R2_140_1	60.4248	TP	b2e83477-75db-400d-a173-fef17672d444	full-splice_match	mono-exon	60.528836	407.000
R2_14_1	551.0742	TP	0aef15ab-e794-4ab8-9f64-eccc142c6004	full-splice_match	reference_match	747.590510	5808.000
R2_14_1	551.0742	TP	1e305133-9931-4e3c-949e-2dda1d15edc1	full-splice_match	reference_match	753.382792	5853.000
R2_14_1	551.0742	TP	2e00bce3-f6d1-4fd8-8138-10724e703f1b	full-splice_match	reference_match	733.956960	5837.000
R2_14_1	551.0742	TP	308696d5-5da0-4a3d-b029-b05ef1641350	full-splice_match	reference_match	736.974772	5861.000
R2_14_1	551.0742	TP	63d6ec8b-4956-4e2a-8b1b-90ffb4443935	full-splice_match	reference_match	680.847608	5329.000
R2_14_1	551.0742	TP	97737a55-7eee-4bd3-a3d1-008173267209	full-splice_match	reference_match	745.313911	5848.000
R2_14_1	551.0742	TP	d3495c63-ec42-449f-b0d8-d10bfb1f582b	full-splice_match	reference_match	673.613670	5318.000
R2_14_1	551.0742	TP	de5ac4a2-3e48-46c3-a181-5b538daab311	full-splice_match	reference_match	732.039735	5843.000
R2_14_2	280.3711	TP	05eec74b-6823-4248-955c-1cd5c90c7412	full-splice_match	reference_match	4123.522024	12886.000
R2_14_2	280.3711	TP	06f9b88b-eaaa-4759-ad5a-32398e05d6cc	full-splice_match	reference_match	4197.107124	12182.000
R2_14_2	280.3711	TP	3bf8ca17-c094-4ed1-b865-c4a12443e23b	full-splice_match	reference_match	4219.187233	14083.000
R2_14_2	280.3711	TP	40265ba9-0d6f-4f2e-bcf6-6d4f5a67c831	full-splice_match	reference_match	4288.589297	12572.000
R2_14_2	280.3711	TP	50d5e44c-442e-4a9c-a300-b4253dbdb318	full-splice_match	reference_match	4316.126561	12778.000
R2_14_2	280.3711	TP	5ce21580-d840-435d-a798-845508e72c8b	full-splice_match	reference_match	4124.802025	12890.000
R2_14_2	280.3711	TP	71329172-ec81-491d-946d-7cb3a6ff0118	full-splice_match	reference_match	4371.096543	12687.000
R2_14_2	280.3711	TP	792c1968-39bd-4fe8-af49-c28f66ba50cb	full-splice_match	reference_match	4415.098887	12772.000
R2_14_2	280.3711	TP	9feae1cd-6342-46fd-bc38-0193ba9411c2	full-splice_match	reference_match	4379.542147	12881.000
R2_14_2	280.3711	TP	fcc0a679-a72a-4af4-8d7f-23b64ec5688e	full-splice_match	reference_match	4388.344134	13289.000
R2_14_3	135.3516	TP	7789cd41-d716-4e8a-b419-4e46fdccd133	full-splice_match	alternative_5end	738.112364	3035.000
R2_150_1	483.3985	TP	0bfdf632-e319-4051-8daa-86e1d9589237	full-splice_match	reference_match	522.430765	2598.000
R2_150_1	483.3985	TP	1731730b-034e-4f4d-8505-a6ac8308a715	full-splice_match	reference_match	550.797270	2414.000
R2_150_1	483.3985	TP	22ec7fa7-b9e2-4460-bca9-e28c9e6c8b60	full-splice_match	alternative_3end	571.351393	2189.000
R2_150_2	483.3985	TP	18dc046b-4687-4158-85b4-4b81b77590b5	incomplete-splice_match	5prime_fragment	270.750574	1129.000
R2_150_2	483.3985	TP	48370fb1-de33-423c-80c6-45d82585d6da	incomplete-splice_match	5prime_fragment	536.845837	857.000
R2_150_2	483.3985	TP	8d61067e-406d-4688-932a-d56e57573994	full-splice_match	alternative_3end	241.131128	1899.000
R2_150_2	483.3985	TP	e80cc560-fa42-4d0e-af15-099b86eef28f	full-splice_match	alternative_3end	240.204716	1901.000
R2_154_1	241.6992	TP	1956522f-ff0c-4d77-9ecc-d1a087217578	full-splice_match	reference_match	212.110044	1338.000
R2_154_1	241.6992	TP	472e7447-2572-4593-9499-2f45301d8fff	full-splice_match	reference_match	215.574936	1339.000
R2_154_1	241.6992	TP	4f395fac-4dd4-48a5-a3bb-c97098224d90	full-splice_match	alternative_5end	240.989211	1308.000
R2_154_1	241.6992	TP	5db8ea02-462c-40d5-be2e-639518f104e7	full-splice_match	reference_match	214.080107	1338.000
R2_154_1	241.6992	TP	6311f976-4143-414b-bc8e-8fe25e45186f	full-splice_match	reference_match	216.425272	1338.000
R2_154_1	241.6992	TP	d0bf7fe8-98b7-42e8-a4b2-f65e0d76b850	full-splice_match	reference_match	214.240107	1339.000
R2_154_2	1691.8946	TP	0b94841a-8ae5-401a-b5ba-68aee79df0e7	full-splice_match	reference_match	2437.574544	13584.000
R2_154_2	1691.8946	TP	10661efc-cf04-4051-9240-b3a06a7e2af4	full-splice_match	reference_match	2429.497677	13586.000
R2_154_2	1691.8946	TP	4def1a06-ef74-4ec6-8eec-0ad599d8958d	full-splice_match	reference_match	2506.850387	13582.000
R2_154_2	1691.8946	TP	5c7657c5-8afb-4d44-bce1-d8f6f20005b8	full-splice_match	reference_match	2433.708245	13586.000
R2_154_2	1691.8946	TP	83a3ff6c-7fa5-43dc-b1fa-d4c7c484fc50	full-splice_match	reference_match	2433.349978	13584.000
R2_154_2	1691.8946	TP	9f1ddd3e-3987-4d22-8514-475fff7a477d	full-splice_match	reference_match	2433.887379	13587.000
R2_154_2	1691.8946	TP	d74126d5-2895-43bb-ab38-ae12663fa8a7	full-splice_match	reference_match	2494.226744	13586.000
R2_154_2	1691.8946	TP	e9d30a5a-22fd-40fe-a9b2-3a3b904e9255	full-splice_match	reference_match	2279.626069	13586.000
R2_19_1	4.985	TP	f92ef1e4-e7d4-49f4-9764-236dd32eec0c	full-splice_match	reference_match	2.824837	39.000
R2_19_2	10.1212	TP	7c557bdb-7c8d-4564-afb3-63827f4fc3a9	incomplete-splice_match	mono-exon	2.228502	21.000
R2_19_2	10.1212	TP	c7e326f5-8563-4155-ac96-33dcd66964a0	incomplete-splice_match	3prime_fragment	1.401699	23.000
R2_19_2	10.1212	TP	d167c974-b23d-4176-855c-6906310ac739	incomplete-splice_match	5prime_fragment	10.761744	182.000
R2_1_1	0.9441	TP	8721b834-79bf-4be5-acbb-92f1e4228c8c	full-splice_match	mono-exon	0.706011	5.000
R2_26_1	19.9402	TP	3cf725e4-fed7-4197-9808-9f39c0e89fd0	incomplete-splice_match	5prime_fragment	39.747906	513.000
R2_26_1	19.9402	TP	d2ff6ab9-abd9-45b2-bb8d-084efb1b1d1c	full-splice_match	alternative_3end	23.322921	549.000
R2_26_2	40.4846	TP	bdbb5ad2-603a-4fbd-a77b-0f689623cc1c	incomplete-splice_match	5prime_fragment	289.408114	364.000
R2_28_2	19.9402	TP	2998a646-6f53-46b3-a944-814f8ca243c5	full-splice_match	mono-exon	10.860951	240.000
R2_28_3	19.9402	TP	3b658899-b1ed-4082-9465-e7479bfcf124	full-splice_match	reference_match	44.334641	169.000
R2_28_3	19.9402	TP	5e902fd6-6d70-4a12-98f8-7e216af15a1a	full-splice_match	reference_match	45.524233	159.000
R2_32_1	17.2211	TP	574972a3-e69d-4b3d-af95-21d333f4956b	full-splice_match	reference_match	20.060010	118.000
R2_32_2	8.7616	TP	5145f5b4-2ca6-4ae3-9806-5e63687baf8f	incomplete-splice_match	3prime_fragment	9.919626	81.000
R2_32_2	8.7616	TP	d488a74b-f85c-4959-bf58-feb457a237ca	full-splice_match	alternative_3end	7.233978	59.000
R2_38_1	31.9043	TP	44ffc0c2-88f2-4fd6-852c-73e51e8aa97e	full-splice_match	reference_match	116.788024	661.000
R2_38_2	64.7754	TP	242ad005-c50d-4cc6-b164-f3a0b8e4fc5e	full-splice_match	reference_match	710.900817	3549.000
R2_38_4	258.1347	TP	1bf34a06-e5ef-4750-9c2a-65f73c873c18	full-splice_match	reference_match	1016.060620	3244.000
R2_38_4	258.1347	TP	5d091855-59bb-4e1f-aab1-de1a6f778f67	full-splice_match	reference_match	1026.625289	3238.000
R2_41_1	15.1062	TP	9a2aeb3f-982a-44b9-b603-ada54684e914	incomplete-splice_match	3prime_fragment	32.087896	416.000
R2_41_1	15.1062	TP	d22929ea-a9ca-4522-ae8d-d72ef0fdb931	full-splice_match	reference_match	26.377227	491.000
R2_41_2	226.593	TP	6d689958-53c6-4c22-a85f-0872137018eb	full-splice_match	reference_match	673.150528	2312.000
R2_41_2	226.593	TP	eb721d0a-bc45-4050-948e-03b025bdf803	full-splice_match	reference_match	669.379377	2312.000
R2_42_1	164.3555	TP	2de75926-94e0-4f40-aa32-17f94e1ad297	full-splice_match	reference_match	89.572458	955.000
R2_42_1	164.3555	TP	6b2f53d2-8527-4672-a29d-9e96cbeeeee8	full-splice_match	reference_match	89.898770	955.000
R2_42_1	164.3555	TP	dfe5ce1b-494e-4492-a55f-bfb96c6fccfa	incomplete-splice_match	3prime_fragment	95.730126	941.000
R2_42_2	159.5215	TP	192c07d6-91f8-4952-b3ef-853feb1cdec2	full-splice_match	reference_match	420.628313	1697.000
R2_42_3	159.5215	TP	d6f314cf-3646-415a-8b17-ea91f1095ee7	full-splice_match	alternative_3end	423.061485	1539.000
R2_45_1	0.997	TP	9149da72-8ce1-4df9-9cd9-e86d936ba822	full-splice_match	reference_match	7.716280	81.000
R2_45_2	2.0242	TP	ff938bb0-1e50-45f6-a758-35bc6ee978a8	full-splice_match	reference_match	6.122145	94.000
R2_45_3	4.0182	TP	1e9b5a1c-c5e6-4644-9d7c-66136f258edb	full-splice_match	reference_match	6.501779	107.000
R2_45_4	8.0667	TP	b8690101-4814-4233-9988-f289e5202f10	full-splice_match	reference_match	10.378657	146.000
R2_46_1	82.1777	TP	51f59746-929a-4371-a00c-dc8b65acb095	full-splice_match	reference_match	100.744917	1618.000
R2_46_1	82.1777	TP	dd84d6d3-facc-4ab6-8847-b75f05ab6a2d	full-splice_match	alternative_5end	92.110441	1351.000
R2_46_1	82.1777	TP	e16c88e8-2515-48fa-b13d-6ac593dbfe8e	full-splice_match	reference_match	98.907039	1577.000
R2_46_2	79.7607	TP	3f6319f3-ae28-43f7-b558-158f4558ffaa	full-splice_match	alternative_5end	196.027682	385.000
R2_46_3	79.7607	TP	4d8e5580-aa9c-4142-965e-edf61d8b16c1	full-splice_match	reference_match	143.243550	1020.000
R2_46_3	79.7607	TP	7ec629fe-69f6-4feb-8b9a-8e318b635be0	full-splice_match	reference_match	142.628457	1017.000
R2_46_3	79.7607	TP	bd92eb62-6620-4696-bbca-498379cd6065	full-splice_match	reference_match	143.688803	1019.000
R2_53_2	35.0464	TP	3ed5e9c6-d9b5-46c6-bfec-c022f60e30f8	full-splice_match	reference_match	209.900411	3432.000
R2_53_2	35.0464	TP	e4e89a67-97e2-4031-984b-6c8073b4c05c	incomplete-splice_match	3prime_fragment	232.560115	3267.000
R2_53_2	35.0464	TP	fa05dfed-e13b-4740-be6c-82397259dc33	incomplete-splice_match	3prime_fragment	235.840890	3774.000
R2_53_3	16.9189	TP	0127f169-85fe-4505-8af0-e4cde4c0da58	full-splice_match	reference_match	217.700278	2974.000
R2_54_1	0.0779	TP	40dfea47-b015-4cbd-a944-128e969d6d4c	incomplete-splice_match	5prime_fragment	8.055257	4.000
R2_55_2	1.4162	TP	4c267ecb-1ab2-4ebb-8dff-0cfda103f281	full-splice_match	reference_match	2.849525	11.000
R2_55_3	0.4721	TP	7dde478f-8a24-4c99-8fb3-c1d88cae4a46	full-splice_match	reference_match	1.557214	8.000
R2_57_2	6.609	TP	9f8f90be-06b5-40b9-8791-24cafbe85d81	full-splice_match	reference_match	5.613805	51.000
R2_59_1	4.3053	TP	f1ad6b8f-45ab-4bcc-b706-a22cb10c2e24	full-splice_match	reference_match	0.961896	22.000
R2_59_3	1.0574	TP	26229f6f-7c25-40f7-890d-5c03753bb299	full-splice_match	reference_match	1.233414	10.000
R2_63_1	0.9442	TP	730ea186-351c-4d18-8bda-e182c0e19ec2	incomplete-splice_match	mono-exon	4.948088	18.000
R2_63_3	0.9442	TP	42827c4b-1d54-4e4a-bbab-140ccf305361	full-splice_match	reference_match	1.604258	7.000
R2_65_1	966.7969	TP	26f9ff23-8c84-4f75-b4c4-33a8c60c3f0d	full-splice_match	mono-exon	1703.254988	10909.000
R2_65_1	966.7969	TP	2c5f1850-b191-4c98-8378-62fec631bc48	full-splice_match	mono-exon	1708.416367	10909.000
R2_65_1	966.7969	TP	6796ace9-da54-422f-8c73-63329bd4206c	full-splice_match	mono-exon	1698.124702	10909.000
R2_65_1	966.7969	TP	afa10c0c-1a28-4b63-b129-76b8934445cc	full-splice_match	mono-exon	1859.136089	9677.000
R2_65_1	966.7969	TP	e8f30cb0-1647-4543-954a-5e76e2963114	full-splice_match	mono-exon	1716.217355	10909.000
R2_65_1	966.7969	TP	fbb15a4f-5cb7-4a71-a8ff-5f66cc38ae7a	full-splice_match	mono-exon	1721.457713	10909.000
R2_67_1	3.7766	TP	76f37a7e-3b7e-4add-b4e9-e6c78184aa5d	full-splice_match	reference_match	3.960155	10.000
R2_68_1	1.8883	TP	1750eb04-662d-4be8-9b84-9abfd384c63f	incomplete-splice_match	internal_fragment	0.544637	9.000
R2_6_1	362.5488	TP	505d7c33-4671-4c18-abc3-9ffbbeaed0d0	full-splice_match	reference_match	350.978014	944.000
R2_6_1	362.5488	TP	af461aa9-7699-4b29-ab94-c0a4612edd22	full-splice_match	reference_match	342.357501	944.000
R2_71_1	3.5406	TP	20ee1c9b-1d35-4523-baf9-ff722ce18c38	full-splice_match	reference_match	1.433897	12.000
R2_72_1	127.6172	TP	a7763c9f-a1ef-43e1-b56b-da6f5b564264	full-splice_match	reference_match	545.797193	7002.000
R2_72_1	127.6172	TP	e9a1fe16-fcba-4d7f-beef-473018ded852	full-splice_match	alternative_5end	585.988209	6945.000
R2_72_2	259.1016	TP	4442bd09-1a86-4963-810d-d1af41fd477d	full-splice_match	alternative_3end	522.724053	2559.000
R2_72_3	514.336	TP	0cfd7e5c-42fe-4632-b4f2-ee1e022328f9	full-splice_match	alternative_3end	474.766547	5094.000
R2_72_3	514.336	TP	4df14c45-be1d-4926-b0ed-9c9fd84a1b4d	full-splice_match	alternative_3end	438.517413	4599.000
R2_72_3	514.336	TP	9100114e-6c05-4438-af58-24aa5c09d9b9	incomplete-splice_match	3prime_fragment	137.774516	1181.000
R2_72_3	514.336	TP	9dfd5089-60d0-4d6a-8a6d-d762941ee1de	full-splice_match	reference_match	972.477075	15035.000
R2_72_3	514.336	TP	c18f5f5b-13b1-48be-a290-8590476f1b72	full-splice_match	reference_match	963.569861	14860.000
R2_72_3	514.336	TP	c35be160-5f12-4185-a21a-3c1d5a1328cd	full-splice_match	alternative_3end	462.145841	4972.000
R2_72_3	514.336	TP	caff0f98-9913-4d60-af71-e6eea0ad9c71	incomplete-splice_match	3prime_fragment	67.977461	317.000
R2_72_3	514.336	TP	d2674d72-f584-4239-83be-e8b35f389ace	full-splice_match	reference_match	977.216402	15061.000
R2_7_1	241.6992	TP	53338bc1-e237-4674-aa8c-2f75962ca3e9	full-splice_match	reference_match	521.855909	1858.000
R2_7_1	241.6992	TP	a67a4a99-fdad-438e-8a96-6d6596ef5439	full-splice_match	reference_match	527.590589	1858.000
R2_7_2	725.0977	TP	50755706-11c8-45fb-adcd-abc4fda0185e	full-splice_match	reference_match	218.784654	3101.000
R2_7_2	725.0977	TP	69300108-514e-47ad-af19-3a6ef1feb253	full-splice_match	reference_match	212.521282	3004.000
R2_7_2	725.0977	TP	948a7253-52a9-46ae-8a58-3992dfdc33d1	full-splice_match	reference_match	219.383654	3101.000
R2_7_2	725.0977	TP	aa01cfdd-ab6e-444a-90b3-3ecfb68d5a38	full-splice_match	reference_match	211.884567	2995.000
novel	0	FP	0023c74d-d602-4d41-826b-97c976965522	novel_not_in_catalog	at_least_one_novel_splicesite	1065.065562	12118.000
novel	0	FP	00b692c2-168b-4d57-b896-171d7f3d5fa4	antisense	multi-exon	0.282405	1.000
novel	0	FP	00ec01d9-9924-4bd9-b055-c805d6fb22e9	novel_not_in_catalog	at_least_one_novel_splicesite	468.778407	3524.000
novel	0	FP	01505bc5-0386-4daf-b242-98267781ffa2	novel_not_in_catalog	at_least_one_novel_splicesite	4044.536211	14087.000
novel	0	FP	01652084-3059-4d09-8d79-cf6f99ca1e13	novel_not_in_catalog	at_least_one_novel_splicesite	698.133676	2310.000
novel	0	FP	017fcae9-527e-49df-82c9-ca49547f0f0e	novel_not_in_catalog	at_least_one_novel_splicesite	288.486152	1189.000
novel	0	FP	01817ef3-3a29-4304-a92b-9f5626dcac9a	antisense	multi-exon	0.164324	1.000
novel	0	FP	019288c8-381e-471d-b02d-59c9960cafc4	novel_not_in_catalog	at_least_one_novel_splicesite	799.388766	11253.000
novel	0	FP	01a96ae0-ce6e-4ab3-ad0e-9dc07414d230	novel_not_in_catalog	at_least_one_novel_splicesite	91.143905	955.000
novel	0	FP	01de392b-39ae-4972-8365-3783e04766f5	novel_not_in_catalog	at_least_one_novel_splicesite	17.625609	81.000
novel	0	FP	0242c51b-e7a1-4e1c-b0aa-bbd9d8c2901f	genic	multi-exon	1665.516695	10909.000
novel	0	FP	0270a425-4081-4ea2-97f0-a35c791c9e22	novel_not_in_catalog	at_least_one_novel_splicesite	101.049282	1618.000
novel	0	FP	0286476c-6dcf-40d7-85ce-a94795e7c970	novel_not_in_catalog	at_least_one_novel_splicesite	323.147163	4946.000
novel	0	FP	032b8e3e-2c36-4fbf-a631-7f7b681c8b2e	novel_not_in_catalog	at_least_one_novel_splicesite	875.571582	8056.000
novel	0	FP	035f1e1c-171d-4af4-889b-c7dfbffb0e52	antisense	mono-exon	0.182938	1.000
novel	0	FP	0381b56c-8d9f-4ce4-9965-1273dc40dc77	novel_not_in_catalog	at_least_one_novel_splicesite	209.052455	3406.000
novel	0	FP	03c710f5-2948-4b9f-9c29-5a112d3f7bf3	novel_not_in_catalog	at_least_one_novel_splicesite	217.455041	2998.000
novel	0	FP	04743206-ec2f-48b6-b39e-1f7fd058b33f	novel_not_in_catalog	at_least_one_novel_splicesite	4157.568934	11665.000
novel	0	FP	04c1bdd2-5d07-468a-bb38-0a55452e6628	novel_not_in_catalog	at_least_one_novel_splicesite	317.085455	4979.000
novel	0	FP	05031571-ecc0-43e4-b21e-6750e448de26	antisense	multi-exon	2.401654	27.000
novel	0	FP	051f99ae-a6da-45ae-a582-b530c9e08e1f	novel_not_in_catalog	at_least_one_novel_splicesite	317.449401	4997.000
novel	0	FP	0520a665-75e6-4f2f-aea4-307fd133ea5f	novel_not_in_catalog	at_least_one_novel_splicesite	251.512346	2903.000
novel	0	FP	0523cba7-f13b-4b47-8bda-68aefa8d7f54	antisense	multi-exon	0.599536	5.000
novel	0	FP	05401575-5f99-4779-9345-c572f6a5cecc	novel_not_in_catalog	at_least_one_novel_splicesite	135.081625	1912.000
novel	0	FP	059c6052-6977-4071-aab9-d36f618e9fcd	novel_not_in_catalog	at_least_one_novel_splicesite	990.045861	15048.000
novel	0	FP	059e4a1e-25d1-4c4f-a879-4b1d4880ab91	novel_not_in_catalog	at_least_one_novel_splicesite	233.860129	3283.000
novel	0	FP	05a4c5e1-8742-4712-8e9d-8874e9ef86d2	novel_not_in_catalog	at_least_one_novel_splicesite	97.058849	955.000
novel	0	FP	0615d111-e4d4-4cd5-b1f6-9fc137eef2e0	antisense	multi-exon	0.193196	1.000
novel	0	FP	061a5e24-8efa-40e7-b62d-cf2b056a65bc	novel_not_in_catalog	at_least_one_novel_splicesite	223.782086	3397.000
novel	0	FP	064a07ea-625a-49a1-bb17-1c4c332a336d	novel_not_in_catalog	at_least_one_novel_splicesite	193.648096	1911.000
novel	0	FP	066e64cd-0387-4d0f-bc5f-dbec393eb3ba	novel_not_in_catalog	at_least_one_novel_splicesite	2440.765278	12303.000
novel	0	FP	06ac7f18-15c0-4e36-96f5-4d5fdeee809f	novel_not_in_catalog	at_least_one_novel_splicesite	209.406364	3430.000
novel	0	FP	06e56423-7aa3-41c5-91ce-86a13aade7f6	novel_not_in_catalog	at_least_one_novel_splicesite	235.104693	3280.000
novel	0	FP	07254211-e9cb-4009-8051-a23c8f5113e6	novel_not_in_catalog	at_least_one_novel_splicesite	209.868125	1200.000
novel	0	FP	0747fc98-5ed0-4264-99f8-a6833f6803fc	novel_not_in_catalog	at_least_one_novel_splicesite	22.050144	144.000
novel	0	FP	07903326-3c14-4c00-a57c-b537f9358ea7	novel_not_in_catalog	at_least_one_novel_splicesite	318.119268	4986.000
novel	0	FP	079ff328-2d9b-43f6-8231-83b5da9bb4ca	novel_not_in_catalog	at_least_one_novel_splicesite	1053.186396	11830.000
novel	0	FP	07e3ad29-e042-4337-b021-6422febdc0d3	novel_not_in_catalog	at_least_one_novel_splicesite	2472.412565	12319.000
novel	0	FP	080b71cf-eed7-4c2d-a339-04a688889020	novel_not_in_catalog	at_least_one_novel_splicesite	222.870110	1104.000
novel	0	FP	083f5492-fbfc-4f96-a757-e3005cf5bf91	novel_not_in_catalog	at_least_one_novel_splicesite	714.422655	5654.000
