Sequin	MixA	Type	Transcript	Classcode	TPM	nbReads
R2_154_2	1691.8946	TP	R2_154_2	=	74091.836296	13588.000
R2_19_1	4.985	TP	R2_19_1	=	84.293754	39.000
R2_19_2	10.1212	TP	R2_19_2	=	101.698129	219.000
R2_1_1	0.9441	TP	R2_1_1	=	20.859477	5.000
R2_20_2	0.4426	TP	R2_20_2	=	8.530820	3.000
R2_24_1	14.1621	TP	R2_24_1	=	54.465756	62.000
R2_24_2	0.9441	TP	R2_24_2	=	40.910505	36.000
R2_26_1	19.9402	TP	R2_26_1	=	441.762606	590.000
R2_26_2	40.4846	TP	R2_26_2	=	1850.988089	695.000
R2_27_1	0.4721	TP	R2_27_1	=	49.629733	32.000
R2_27_2	7.081	TP	R2_27_2	=	246.902123	68.000
R2_28_1	20.5444	TP	R2_28_1	=	1310.628566	315.000
R2_28_2	19.9402	TP	R2_28_2	=	338.274053	250.000
R2_28_3	19.9402	TP	R2_28_3	=	1545.300490	177.000
R2_32_1	17.2211	TP	R2_32_1	=	593.448735	118.000
R2_32_2	8.7616	TP	R2_32_2	=	309.228505	98.000
R2_32_3	4.2297	TP	R2_32_3	=	183.437959	53.000
R2_37_3	0.0779	TP	R2_37_3	=	7.462334	2.000
R2_38_1	31.9043	TP	R2_38_1	=	3494.556776	651.000
R2_38_2	64.7754	TP	R2_38_2	=	21250.612235	3487.000
R2_38_3	128.584	TP	R2_38_3	=	19692.720937	3941.000
R2_38_4	258.1347	TP	R2_38_4	=	30637.985778	3184.000
R2_41_1	15.1062	TP	R2_41_1	=	805.972600	501.000
R2_41_2	226.593	TP	R2_41_2	=	19633.440849	2312.000
R2_42_1	164.3555	TP	R2_42_1	=	2657.295635	955.000
R2_42_2	159.5215	TP	R2_42_2	=	13046.186197	1700.000
R2_42_3	159.5215	TP	R2_42_3	=	14359.650076	1423.000
R2_45_1	0.997	TP	R2_45_1	=	222.987620	81.000
R2_45_2	2.0242	TP	R2_45_2	=	181.239348	94.000
R2_45_3	4.0182	TP	R2_45_3	=	192.326079	106.000
R2_45_4	8.0667	TP	R2_45_4	=	309.323145	146.000
R2_46_1	82.1777	TP	R2_46_1	=	2912.761880	1566.000
R2_46_2	79.7607	TP	R2_46_2	=	7872.393847	385.000
R2_46_3	79.7607	TP	R2_46_3	=	4210.123863	1020.000
R2_47_1	0.1106	TP	R2_47_1	=	0.852926	1.000
R2_53_1	68.8843	TP	R2_53_1	=	7001.534640	3753.000
R2_53_2	35.0464	TP	R2_53_2	=	6137.484144	3434.000
R2_53_3	16.9189	TP	R2_53_3	=	6382.003733	2924.000
R2_54_1	0.0779	TP	R2_54_1	=	4.532354	4.000
R2_55_2	1.4162	TP	R2_55_2	=	83.184141	11.000
R2_55_3	0.4721	TP	R2_55_3	=	46.737775	8.000
R2_57_1	0.9441	TP	R2_57_1	=	111.585414	41.000
R2_57_2	6.609	TP	R2_57_2	=	163.754585	50.000
R2_59_1	4.3053	TP	R2_59_1	=	28.790469	22.000
R2_59_2	2.1904	TP	R2_59_2	=	9.738780	7.000
R2_59_3	1.0574	TP	R2_59_3	=	37.311669	10.000
R2_60_1	5.0606	TP	R2_60_1	=	129.226459	39.000
R2_60_2	2.4925	TP	R2_60_2	=	99.457984	44.000
R2_63_1	0.9442	TP	R2_63_1	=	42.350580	18.000
R2_63_3	0.9442	TP	R2_63_3	=	40.364442	6.000
R2_65_1	966.7969	TP	R2_65_1	=	51538.092297	10911.000
R2_67_1	3.7766	TP	R2_67_1	=	113.848425	10.000
R2_68_1	1.8883	TP	R2_68_1	=	11.245815	8.000
R2_68_2	1.8883	TP	R2_68_2	=	7.043767	4.000
R2_6_1	362.5488	TP	R2_6_1	=	9922.697930	945.000
R2_6_2	120.8496	TP	R2_6_2	=	3727.095086	289.000
R2_71_1	3.5406	TP	R2_71_1	=	42.527645	12.000
R2_72_1	127.6172	TP	R2_72_1	=	25632.001673	11455.000
R2_72_2	259.1016	TP	R2_72_2	=	24662.935621	12236.000
R2_72_2	259.1016	TP	transcript105.chrIS.nic	c	26061.594052	2373.000
R2_72_3	514.336	TP	R2_72_3	=	32478.476741	16845.000
R2_72_3	514.336	TP	transcript72.chrIS.nic	c	21099.544274	3469.000
R2_72_4	1032.5391	TP	R2_72_4	=	35836.580801	13744.000
R2_73_2	1.6523	TP	R2_73_2	=	6.796762	7.000
R2_7_1	241.6992	TP	R2_7_1	=	15072.082499	1867.000
R2_7_2	725.0977	TP	R2_7_2	=	6523.145028	3102.000
