Sequin	MixA	Type	Transcript	Classcode	TPM	nbReads
R2_14_1	0	FP	08534c4f-147a-48c4-9c66-31a483834cc6	j	722.120163	5673.000	
R1_13_1	0	FP	0887a7c0-d3c2-4b14-b0eb-c750b2d93dec	j	26.599557	429.000	
R2_72_3	0	FP	0896a420-0e01-4f0b-b325-fe64bf6312b4	s	2.151467	24.000	
R2_72_3	0	FP	090e848b-2309-4cc2-9b06-10cea54ee027	j	1079.488811	12115.000	
R2_7_2	0	FP	095b6126-0c4b-46f0-925d-ad4ff979423a	j	532.547630	1860.000	
R2_53_2	0	FP	095cdd1e-3402-435f-8aa7-1b01cb1f49b0	j	205.619747	2803.000	
R2_14_1	0	FP	095ef70c-ec95-4275-9c9c-2309c6cf0e7c	j	741.235586	5816.000	
R2_72_3	0	FP	0971e89a-ee96-4779-90e6-3aeca413055a	o	643.544929	1376.000	
R2_53_2	0	FP	0978cf86-b62b-493f-b323-80f427fdb9bb	j	94.093288	792.000	
R2_72_3	0	FP	09ce6343-9fb3-4b1e-af27-a6511ea553c7	s	1.852805	28.000	
R2_14_1	0	FP	09e26d7e-4fe1-4663-9e62-d4cfe25e1424	j	453.836989	1629.000	
R1_103_2	0	FP	0a67afaf-7369-479b-8024-2d061018d29c	j	318.923108	4977.000	
R1_41_1	0	FP	0a87a2eb-32b0-4e56-ac04-5aeaefd157ee	j	85.808344	132.000	
R1_73_1	0	FP	0abe1b68-7786-4bfa-81a7-a248d4664b41	j	181.167555	2836.000	
R2_60_2	0	FP	0ac8ace3-3285-48b8-985c-fec2b10f28b8	j	3.200452	44.000	
R2_150_2	0	FP	0acff988-ea2a-4977-9952-bb54f3f06055	j	243.616042	1895.000	
R1_31_2	0	FP	0ae95727-1746-4510-b9b1-19e1541a7ccc	j	201.252694	773.000	
R2_14_1	0	FP	0aef15ab-e794-4ab8-9f64-eccc142c6004	j	747.590510	5808.000	
R2_7_2	0	FP	0b28f185-08e2-4d4a-bd37-fccaceb81d40	j	534.074914	1855.000	
R2_150_2	0	FP	0b75548d-695f-473a-bd49-c4f3f53fdd1d	j	240.540120	1899.000	
R2_72_1	0	FP	0c512f24-52ef-49e2-89c6-7bcaf4fff8e8	x	318.443311	1485.000	
R2_28_3	0	FP	0c765934-1b28-40fa-b763-73c53c0bcf86	n	18.730817	110.000	
R2_14_1	0	FP	0cc254a0-b3ad-4555-91e9-445ca94f9d43	j	4021.048608	14083.000	
R2_7_2	0	FP	0cf2426d-ded6-4073-b9e8-ad755d6fa006	j	523.841130	1860.000	
R2_72_3	0	FP	0cfd7e5c-42fe-4632-b4f2-ee1e022328f9	j	474.766547	5094.000	
R2_38_3	0	FP	0dbad21e-18ea-46a6-bf5f-ec28ced2e8a5	j	655.253839	3753.000	
R2_14_1	0	FP	0ddbd6a1-299f-44a5-9a4e-5ca1316f82c1	j	4245.394823	13349.000	
R2_42_2	0	FP	0dfdbeb3-7955-43ca-8a7a-9a20da2a8648	s	0.000000	0.000	
R2_150_2	0	FP	0e6604c1-a457-4be2-88ca-8bfe87cb678e	j	239.572931	1896.000	
R1_73_1	0	FP	0e7d682f-7070-4985-8ff1-3847d12f9e2d	j	90.783318	2281.000	
R2_7_2	0	FP	0e8bc727-951f-4770-b542-31803eda6175	j	218.337547	3101.000	
R2_72_2	0	FP	0e8d73d7-01f7-4cb6-bd72-68020f5907ac	s	2.443056	26.000	
R1_92_1	0	FP	0f18ef87-de28-4662-a4c1-3346db96f826	y	125.769973	275.000	
R1_103_2	0	FP	0f300474-de04-408d-ac14-b2511082ed86	j	317.426191	4926.000	
R2_72_3	0	FP	0f44a4f8-a818-49ea-b265-cac6aae76998	j	959.273441	14571.000	
R2_65_1	0	FP	0f5f6acf-ca5e-473f-ba94-830cc64f1543	o	941.520870	3589.000	
R2_72_3	0	FP	0f93f1bd-88fa-4b14-adfd-946f5a502cb5	j	917.214618	14083.000	
R2_72_3	0	FP	0fa4fe3c-ae4c-46e8-9015-dac494506856	j	685.271684	10051.000	
R2_14_1	0	FP	0fcc1f3e-94c1-4256-b2cf-9226c1addb27	j	751.357981	5830.000	
R2_154_1	0	FP	101789e5-54b4-4842-a52a-d79fd8bbeaa5	j	2621.304157	13492.000	
R1_73_1	0	FP	103b10db-3868-483d-b2af-2a73c1c98f4b	j	181.248089	2832.000	
R2_154_2	0	FP	10661efc-cf04-4051-9240-b3a06a7e2af4	s	2429.497677	13586.000	
R2_14_1	0	FP	106ecedc-8c42-4c00-9458-ac3db9b6cf9d	j	745.484372	5770.000	
R2_38_3	0	FP	10b101f3-1732-4013-b6aa-1c0da46c8662	j	664.700331	3910.000	
R1_11_2	0	FP	10ba7178-9ada-4572-83b9-70dccd36e146	j	2232.611678	12917.000	
R1_11_2	0	FP	10fd7441-c112-4e23-b577-fc873e872ed9	j	2416.628470	12345.000	
R2_154_2	0	FP	11832cc3-585e-4903-8a4e-33234689bdaf	s	0.362032	2.000	
R2_53_2	0	FP	12353d27-3ee9-45cc-8752-5d0ab98333f8	j	557.598912	615.000	
R2_154_1	0	FP	1235eaf5-199e-4cdd-8adb-8c1ed5c8a9f1	j	2287.051561	13586.000	
R2_42_1	0	FP	123cc6f6-e39f-46e3-aca5-986d45405cfb	j	448.337540	1683.000	
R2_72_3	0	FP	12504b86-9934-4ff1-81b6-cffa49f311bd	o	124.032061	552.000	
R1_73_1	0	FP	12bee0fe-73e8-4a2c-a60f-fc5f2d03bb7d	j	156.224411	1451.000	
R2_53_2	0	FP	12fdabc0-db03-4e25-afbe-bacbb6a4d19b	j	234.073830	3286.000	
R2_72_3	0	FP	12ff91bc-fee4-4c29-b54e-024d636b899b	j	892.626254	8472.000	
R1_11_2	0	FP	134354df-93df-46e3-95aa-5f562c2d51d5	j	2569.839472	12158.000	
R2_154_2	0	FP	13cccf2d-2250-45f6-973b-da4396f77be0	s	0.360140	2.000	
R1_11_2	0	FP	143fb5b7-8b98-4288-82da-320590c33c32	j	2580.830725	12210.000	
R2_72_3	0	FP	1451e166-2b30-4b2c-b727-e2f1d4038af5	j	497.993389	6408.000	
R2_6_1	0	FP	14622043-f5b8-416e-b0f3-811c69b52aff	k	313.061692	945.000	
R1_103_2	0	FP	1466c81c-32af-41da-b94b-138f54217e75	j	285.260780	4402.000	
R2_14_1	0	FP	1490f1f4-a9ac-4bec-84c0-ef3b6badf632	s	0.000000	0.000	
R2_72_3	0	FP	14964c24-b2f5-4b4e-ad8b-fbea502d12b4	j	749.432350	7809.000	
R2_14_1	0	FP	14bcd488-5655-474c-ba71-f0cabb0ef8d1	j	788.020855	4948.000	
R2_14_1	0	FP	14fcd1a2-fafe-4cf3-aa3d-db804a1d2dec	j	710.995704	5620.000	
R1_73_1	0	FP	1513d1e6-2e3e-4241-99c6-cc1d9be7e95d	j	178.800283	2837.000	
R2_154_2	0	FP	151f2399-b2e7-473d-adee-d333accd6442	s	0.405334	2.000	
R1_103_2	0	FP	1532ef29-57d2-45f3-ba95-2fdb749a07ef	j	315.789936	4867.000	
R2_42_1	0	FP	15496051-1820-4985-afd8-c6c1f132c288	j	444.354538	1423.000	
R2_150_2	0	FP	1573bf94-c0d1-49d2-b8fe-c51e5ae5256e	j	532.182821	1972.000	
R1_103_2	0	FP	158e90e4-e436-47c4-a95e-d6975369f805	j	318.163113	4999.000	
R2_72_3	0	FP	15dac418-5b96-493b-bd7f-cb0c11902933	j	494.690194	2752.000	
R2_14_1	0	FP	15edc92b-8c7c-4536-b33e-224fe450fe93	j	740.436085	5953.000	
R2_42_1	0	FP	15f43468-4ff4-46b5-b571-52b5ae8766a7	j	442.633500	1683.000	
R1_73_1	0	FP	15fdb876-f6b0-4430-b1bc-cc355dabc8e9	j	183.965465	1431.000	
R2_72_3	0	FP	16354913-bcd7-4a7a-9ab8-69633c160178	j	171.505574	1427.000	
R1_73_1	0	FP	16ecb972-eabb-4a71-bb52-4f1b169bd85e	j	164.863553	2123.000	
R2_154_2	0	FP	173219f0-b461-4936-af66-d0da20da390b	s	0.387116	2.000	
R2_7_2	0	FP	174c2311-3ffb-4782-8840-24ade9b0ff5e	s	1.511112	5.000	
R2_72_3	0	FP	175cb51b-49fe-4bea-b23c-06fe5258a7f3	o	418.892684	1767.000	
R1_73_1	0	FP	17720321-4acc-4af8-b4d2-338634826197	j	172.330911	2686.000	
R1_11_2	0	FP	1772c134-f7a6-4e16-8b0a-f422c4a80634	j	1159.866363	6127.000	
R2_150_2	0	FP	178a5d6d-9b0c-4e6f-acaf-930168465098	j	506.046027	847.000	
R2_65_1	0	FP	17916c9b-a135-4f59-b5eb-81988283e73c	x	0.000000	0.000	
R1_22_1	0	FP	17a1ff68-9407-4b6d-8bf1-29673ed42882	j	488.704597	4279.000	
R1_103_2	0	FP	17c6d96a-d12d-45be-8aff-9b29409046bb	j	280.623520	4287.000	
R2_38_3	0	FP	17fe8681-a6fe-44f6-9107-5f03d2955fb3	j	700.129399	3502.000	
R2_53_2	0	FP	180a98d8-bed2-4551-b6f5-b162ba237a29	j	235.085023	3282.000	
R2_72_2	0	FP	184c9965-7cc5-4c2b-8ed1-d2352c99d9db	o	577.908394	6620.000	
R2_72_3	0	FP	1871de32-11fc-47e3-ba92-87e665d4f93a	j	948.599263	10334.000	
R2_14_1	0	FP	18ae0cb7-8ef3-4844-9ba0-dba4a974243b	j	2684.311823	2260.000	
R2_150_2	0	FP	18dc046b-4687-4158-85b4-4b81b77590b5	j	270.750574	1129.000	
R2_72_3	0	FP	193a4799-3ae3-480b-9ffb-123585343fac	j	977.352805	14978.000	
R2_72_3	0	FP	193b2b82-3168-4c29-8128-dc569358ff94	j	1064.264875	12078.000	
R1_103_2	0	FP	194c6abf-8c76-4254-9986-d71aacd6be8c	j	287.725537	1197.000	
R2_154_1	0	FP	1956522f-ff0c-4d77-9ecc-d1a087217578	j	212.110044	1338.000	
R1_103_2	0	FP	199028d5-d514-407a-b3bd-c468b2a63b8a	j	320.909569	5008.000	
R1_103_2	0	FP	19ac4d6d-4d9b-4ac4-ba5e-a95d94b4c345	j	271.203035	1737.000	
R2_72_3	0	FP	19b6ef99-9d8a-45f3-8bee-71625735f25a	j	823.087381	8680.000	
R1_13_1	0	FP	19f47d94-5179-49b8-8abb-eb5b94fec4ff	j	26.535884	429.000	
R2_38_3	0	FP	1a2b3b17-a095-4727-82ed-5d99d416a4ce	j	611.050609	3488.000	
R1_73_1	0	FP	1a54a6d1-65ed-4bf1-ab39-3630b172609a	j	178.929002	2820.000	
R1_73_1	0	FP	1a63550f-8470-4fd4-90f0-bcecb1755af0	j	181.167555	2836.000	
R2_60_2	0	FP	1a784c13-c9d1-4588-bdca-f88d3098c9c8	j	4.334454	39.000	
R1_103_2	0	FP	1a7a2233-af4a-42e8-9443-fa43bd0d2e2a	j	319.517375	4977.000	
R1_22_1	0	FP	1a9c56ea-e302-44fe-baaf-c8478252bdc6	j	455.314279	3436.000	
R2_38_3	0	FP	1ab37b6d-07ee-449a-846b-085d2f8c81c6	j	664.260597	3856.000	
