72:690|8149ae1e-0587-46e3-b67d-9c3bec09cada,R2_14_2,full-splice_match,reference_match,4753.181493,18781.000
72:756|32ea7fe8-4a9f-4ef4-93a9-9c8ee79bf471,R1_73_1,incomplete-splice_match,5prime_fragment,1068.977352,5192.000
72:756|32ea7fe8-4a9f-4ef4-93a9-9c8ee79bf471-1,R1_73_1,incomplete-splice_match,5prime_fragment,950.481412,7339.000
73:1021|756938d4-dacc-4c57-87d2-1349dd1282bf,R2_117_3,full-splice_match,reference_match,69.744859,548.000
73:1164|54efabbf-b489-4a8e-9402-75c71bdc2707,R2_14_1,full-splice_match,reference_match,720.062353,6799.000
73:1251|a735f5dd-7c90-47d7-acd4-a3c41a758382,R1_22_1,full-splice_match,reference_match,128.212814,1334.000
73:1432|06a3b94d-189f-4dc8-a409-ea47d8d009ee,R2_42_1,full-splice_match,reference_match,111.440743,1403.000
73:1915|c72ee11c-cb58-4820-a6c6-d5e98b600a5a,R1_103_2,full-splice_match,reference_match,166.368442,3025.000
73:2032|f28a72c7-cef6-4345-8ac0-26477a939b8c,R2_45_3,full-splice_match,alternative_3end,4.211167,78.000
73:516|a2eab31b-a45f-4fbd-a858-cc1555b4295a,R1_101_2,full-splice_match,alternative_5end,19.821305,57.000
74:1074|5ac7dd66-caf2-43b5-8786-036b074d640a,R2_1_1,full-splice_match,mono-exon,0.947201,8.000
74:1262|0cd27c87-ce2b-4b08-a743-f574d9b25e58,R1_23_2,full-splice_match,reference_match,4.075151,43.000
74:1830|1f324348-e0f6-43cc-907d-0f5b6797ea14,R1_103_1,full-splice_match,reference_match,50.447127,859.000
74:1922|f506c4d9-1a28-4275-96f7-d3438f7f10bc,R1_103_2,full-splice_match,reference_match,165.935133,3019.000
74:568|2c8ef29c-663b-4db3-987d-982618a47534,R2_6_1,incomplete-splice_match,3prime_fragment,1308.055850,3495.000
74:586|83d8783d-266e-487b-8269-0b0dbffd84e4,R1_92_1,incomplete-splice_match,internal_fragment,19775.453119,1099.000
74:689|970e63c4-62a6-40c6-8b21-b083b2b033a7,R2_14_2,full-splice_match,reference_match,4533.853281,18787.000
74:868|53cdd20e-f207-4b30-b444-ed41ebe052a6,R2_150_1,full-splice_match,reference_match,473.130163,2839.000
75:1918|aec76b09-1f63-43aa-886a-355ba19bb700,R2_150_2,full-splice_match,reference_match,162.706745,2940.000
76:1119|2631df38-922b-4e1a-a14a-d5356a349927,R1_22_2,full-splice_match,reference_match,145.163685,1300.000
76:660|e377e0c1-fa9b-427e-bcdc-c7edeb0f61d1,R2_14_2,full-splice_match,reference_match,5005.528421,18588.000
76:832|81909891-7f83-44ba-b40f-a73d8551b6e3,R2_150_1,full-splice_match,reference_match,495.571120,2839.000
76:908|6bb1386a-2340-4195-b1db-dd2cadcf77bc,R1_71_1,full-splice_match,reference_match,8.528078,56.000
77:1755|d313187d-785f-42fb-99fa-94315555fad9,R1_23_1,full-splice_match,reference_match,4.726297,77.000
77:1969|7960ddd6-6c66-4c26-b04a-ff7c5357c544,R1_103_2,full-splice_match,reference_match,165.427410,3021.000
77:569|fcf88f42-5e6c-40b3-a524-164ac30b3afe,R1_92_2,incomplete-splice_match,5prime_fragment,245.892044,657.000
77:753|47cd10d0-1ec4-400b-83ae-b5e1f03b298a,R1_31_1,full-splice_match,reference_match,276.453343,1277.000
78:1636|7daadb79-ea66-4c84-b627-3b4b76e87d64,R2_45_2,full-splice_match,reference_match,3.355542,62.000
78:753|e819b2b7-ca94-41df-a4c4-083037f4d698,R1_61_1,full-splice_match,reference_match,2.346840,11.000
79:1192|bb83d273-6bab-4488-9889-757f34d3fe32,R2_14_2,full-splice_match,reference_match,4795.670444,18786.000
79:1999|ae5ff400-5c08-4826-bfb9-baff895e5649,R2_53_2,incomplete-splice_match,3prime_fragment,106.732939,1757.000
79:793|e915dd09-b749-4b6a-b47c-4fd77df14072,R1_13_2,full-splice_match,reference_match,21.095843,107.000
79:872|a2e8086b-1d22-40e9-b7d3-d549effbae35,R2_38_2,full-splice_match,reference_match,880.949511,5326.000
80:1175|2c05c3f0-afb7-42d1-9368-2c6631b3490d,R2_14_1,full-splice_match,reference_match,715.981711,6801.000
80:1290|da7246a4-995c-4cbc-a92b-58f6350406c6,R2_57_2,full-splice_match,reference_match,7.081029,76.000
80:527|284c6eae-3831-4daf-a9b5-d30112b967ac,R1_41_1,full-splice_match,reference_match,190.673118,408.000
80:697|2c99493f-2647-437e-a34e-89be44d6d32d,R2_14_2,full-splice_match,reference_match,4845.820069,18763.000
82:631|ffe08643-df07-4397-9e2e-9bfb85691bf9,R2_67_1,full-splice_match,reference_match,7.764969,24.000
83:2737|92ab36dc-027d-4b15-9c1f-71a4bf35f00d,R2_59_1,full-splice_match,reference_match,1.078513,29.000
85:2100|7577e60f-7c19-4051-a106-9006a9433425,R2_53_2,full-splice_match,reference_match,92.374385,1780.000
87:894|797ee95c-7d9f-4bcd-aea1-5b7161cb2fbc,R1_11_2,full-splice_match,reference_match,1803.823794,11028.000
90:982|ceef087c-a731-4361-a784-00e22b8d8ba0,R2_32_1,full-splice_match,reference_match,60.501525,424.000
